rego exec input:<:MAP:>,parseDataReportFlag ok,get metadata from header,parse metadata,infra.grpc.invoker,<:staticStrategies:>,computeOwnObjectIDs <:*:>,computeDeptMembersObjectIDs <:*:>,<:REQ:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,no <:*:> <:*:> <:*:> <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,<:list modules:>,loaded policy count:<:NUM:>,getPermTagsAndValues <:*:>,loadRegoMySQLInterval success,getDept success,getBackupEmp success,DeleteFieldValues <:REQ:>,Depts only have yunzhanghu,no <:*:>,timestamp,unknown
130,5158,5158,5157,5158,24,24,24,2052,130,12,12,24,130,1,1,24,1,118,118,2052,118,24,2023-10-13 19:18:00,0
131,5143,5143,5144,5143,24,24,24,2036,131,12,12,24,131,1,1,24,1,118,118,2036,118,24,2023-10-13 19:19:00,3
129,5137,5137,5137,5137,24,24,24,2037,129,12,12,24,129,1,1,24,1,118,118,2037,118,24,2023-10-13 19:20:00,3
130,5115,5115,5116,5115,24,24,24,2022,130,12,12,24,130,1,1,24,1,120,120,2022,120,24,2023-10-13 19:21:00,0
130,5130,5130,5129,5130,24,24,24,2031,130,12,12,24,130,1,1,24,1,118,118,2031,118,24,2023-10-13 19:22:00,0
130,5144,5144,5143,5144,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 19:23:00,0
130,5134,5134,5135,5134,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 19:24:00,0
130,5148,5148,5147,5148,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-13 19:25:00,0
130,5139,5139,5139,5139,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 19:26:00,0
128,5138,5138,5138,5138,24,24,24,2034,128,12,12,24,128,1,1,24,1,118,118,2034,118,24,2023-10-13 19:27:00,0
130,5138,5138,5140,5138,22,22,22,2042,130,12,12,22,130,1,1,22,1,118,118,2042,118,22,2023-10-13 19:28:00,0
130,5141,5141,5140,5141,24,24,24,2034,130,12,12,24,130,1,1,24,1,120,120,2034,120,24,2023-10-13 19:29:00,0
130,5136,5136,5140,5136,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-13 19:30:00,0
130,5131,5131,5127,5131,24,24,24,2031,130,12,12,24,130,1,1,24,1,118,118,2031,118,24,2023-10-13 19:31:00,0
131,5143,5143,5142,5143,24,24,24,2039,131,12,12,24,131,1,1,24,1,118,118,2039,118,24,2023-10-13 19:32:00,3
128,5052,5052,5054,5052,24,24,24,2004,128,12,12,24,128,1,1,24,1,118,118,2004,118,24,2023-10-13 19:33:00,0
130,5135,5135,5133,5135,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 19:34:00,0
130,5132,5132,5133,5132,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-13 19:35:00,0
128,5131,5131,5132,5131,24,24,24,2031,128,12,12,24,128,1,1,23,1,118,118,2031,118,24,2023-10-13 19:36:00,0
130,5142,5142,5140,5142,22,22,22,2038,130,12,12,22,130,1,1,23,1,120,120,2038,120,22,2023-10-13 19:37:00,0
130,5137,5137,5138,5137,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 19:38:00,0
130,5137,5137,5136,5137,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 19:39:00,0
130,5136,5136,5137,5136,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 19:40:00,0
130,5121,5121,5120,5121,24,24,24,2027,130,12,12,24,130,1,1,24,1,120,120,2027,120,24,2023-10-13 19:41:00,0
130,5145,5145,5147,5145,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-13 19:42:00,0
128,5123,5123,5121,5123,24,24,24,2027,128,12,12,24,128,1,1,24,1,118,118,2027,118,24,2023-10-13 19:43:00,0
130,5131,5131,5132,5131,24,24,24,2029,130,12,12,24,130,1,1,24,1,118,118,2029,118,24,2023-10-13 19:44:00,0
130,5136,5136,5137,5136,24,24,24,2036,130,12,12,24,130,1,1,24,1,119,119,2036,119,24,2023-10-13 19:45:00,0
130,5153,5153,5151,5153,24,24,24,2045,130,12,12,24,130,1,1,24,1,119,119,2045,119,24,2023-10-13 19:46:00,0
130,5137,5137,5137,5137,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 19:47:00,0
130,5132,5132,5133,5132,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 19:48:00,0
130,5143,5143,5144,5143,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 19:49:00,0
130,5145,5145,5143,5145,24,24,24,2038,130,12,12,24,130,1,1,24,1,120,120,2038,120,24,2023-10-13 19:50:00,0
128,5133,5133,5135,5133,24,24,24,2037,128,12,12,24,128,1,1,24,1,118,118,2037,118,24,2023-10-13 19:51:00,0
130,5143,5143,5143,5143,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 19:52:00,0
130,5140,5140,5141,5140,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 19:53:00,0
130,5147,5147,5146,5147,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-13 19:54:00,0
130,5148,5148,5146,5148,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-13 19:55:00,0
130,5146,5146,5146,5146,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 19:56:00,0
127,5054,5054,5055,5054,24,24,24,2004,127,11,11,24,127,1,1,24,1,118,118,2004,118,24,2023-10-13 19:57:00,0
130,5141,5141,5141,5141,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 19:58:00,0
130,5148,5148,5147,5148,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-13 19:59:00,0
130,5146,5146,5147,5146,23,23,23,2043,130,12,12,23,130,1,1,23,1,118,118,2043,118,23,2023-10-13 20:00:00,0
128,5112,5112,5111,5111,23,23,23,2018,128,12,12,23,128,1,1,23,1,120,120,2018,120,23,2023-10-13 20:01:00,0
130,5138,5138,5138,5138,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 20:02:00,0
130,5131,5131,5131,5131,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 20:03:00,0
166,5148,5148,5149,5148,24,24,24,2043,131,13,13,24,166,1,1,24,1,118,118,2043,118,24,2023-10-13 20:04:00,108
130,5158,5158,5157,5158,24,24,24,2048,130,12,12,24,130,1,1,24,1,120,120,2048,120,24,2023-10-13 20:05:00,0
130,5147,5147,5149,5147,24,24,24,2045,130,12,12,24,130,1,1,24,1,118,118,2045,118,24,2023-10-13 20:06:00,0
130,5137,5137,5135,5137,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 20:07:00,0
128,5126,5126,5126,5126,24,24,24,2030,128,12,12,24,128,1,1,24,1,118,118,2030,118,24,2023-10-13 20:08:00,0
130,5142,5142,5142,5142,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-13 20:09:00,0
130,5140,5140,5141,5140,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 20:10:00,0
130,5133,5133,5132,5133,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 20:11:00,0
130,5133,5133,5134,5133,22,22,22,2033,130,12,12,22,130,1,1,22,1,118,118,2033,118,22,2023-10-13 20:12:00,0
130,5140,5140,5141,5140,24,24,24,2039,130,12,12,24,130,1,1,24,1,119,119,2039,119,24,2023-10-13 20:13:00,0
130,5143,5143,5141,5143,24,24,24,2038,130,12,12,24,130,1,1,24,1,119,119,2038,119,24,2023-10-13 20:14:00,0
130,5140,5140,5140,5140,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-13 20:15:00,0
130,5141,5141,5141,5141,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 20:16:00,0
128,5147,5147,5147,5147,24,24,24,2042,128,12,12,24,128,1,1,24,1,118,118,2042,118,24,2023-10-13 20:17:00,0
130,5135,5135,5136,5135,24,24,24,2030,130,12,12,24,130,1,1,24,1,120,120,2030,120,24,2023-10-13 20:18:00,0
130,5136,5136,5137,5136,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 20:19:00,0
130,5151,5151,5150,5151,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 20:20:00,0
130,5120,5120,5119,5120,24,24,24,2026,130,12,12,24,130,1,1,24,1,118,118,2026,118,24,2023-10-13 20:21:00,0
128,5048,5048,5048,5048,24,24,24,2004,128,12,12,24,128,1,1,24,1,118,118,2004,118,24,2023-10-13 20:22:00,0
130,5136,5136,5138,5136,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 20:23:00,0
128,5134,5134,5132,5134,24,24,24,2032,128,12,12,24,128,1,1,24,1,118,118,2032,118,24,2023-10-13 20:24:00,0
130,5142,5142,5142,5142,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 20:25:00,0
130,5150,5150,5150,5150,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-13 20:26:00,0
130,5139,5139,5140,5139,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 20:27:00,0
130,5141,5141,5140,5141,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-13 20:28:00,0
130,5143,5143,5144,5143,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 20:29:00,0
130,5150,5150,5151,5150,24,24,24,2040,130,12,12,24,130,1,1,24,1,120,120,2040,120,24,2023-10-13 20:30:00,0
130,5135,5135,5133,5135,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 20:31:00,0
128,5128,5128,5128,5128,24,24,24,2029,128,12,12,24,128,1,1,24,1,118,118,2029,118,24,2023-10-13 20:32:00,0
130,5156,5156,5156,5156,24,24,24,2049,130,12,12,24,130,1,1,24,1,118,118,2049,118,24,2023-10-13 20:33:00,0
130,5141,5141,5141,5141,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-13 20:34:00,0
130,5133,5133,5133,5133,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 20:35:00,0
130,5129,5129,5130,5129,22,22,22,2031,130,12,12,22,130,1,1,22,1,118,118,2031,118,22,2023-10-13 20:36:00,0
130,5136,5136,5136,5136,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 20:37:00,0
130,5139,5139,5139,5139,24,24,24,2033,130,12,12,24,130,1,1,24,1,120,120,2033,120,24,2023-10-13 20:38:00,0
130,5136,5136,5136,5136,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-13 20:39:00,0
133,5147,5147,5148,5147,24,24,24,2039,133,12,12,24,133,1,1,24,1,118,118,2039,118,24,2023-10-13 20:40:00,9
128,5127,5127,5126,5127,24,24,24,2029,128,12,12,24,128,1,1,24,1,118,118,2029,118,24,2023-10-13 20:41:00,0
130,5142,5142,5141,5142,24,24,24,2040,130,12,12,24,130,1,1,24,1,120,120,2040,120,24,2023-10-13 20:42:00,0
130,5129,5129,5129,5129,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 20:43:00,0
130,5143,5143,5144,5143,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-13 20:44:00,0
130,5139,5139,5139,5139,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 20:45:00,0
130,5139,5139,5138,5139,22,22,22,2037,130,12,12,22,130,1,1,22,1,120,120,2037,120,22,2023-10-13 20:46:00,0
128,5067,5067,5067,5067,24,24,24,2012,128,12,12,24,128,1,1,24,1,116,116,2012,116,24,2023-10-13 20:47:00,0
128,5147,5147,5148,5147,24,24,24,2044,128,12,12,24,128,1,1,24,1,118,118,2044,118,24,2023-10-13 20:48:00,0
130,5145,5145,5145,5145,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 20:49:00,0
130,5156,5156,5155,5156,24,24,24,2045,130,12,12,24,130,1,1,24,1,120,120,2045,120,24,2023-10-13 20:50:00,0
130,5150,5150,5151,5150,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-13 20:51:00,0
130,5135,5135,5134,5135,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 20:52:00,0
130,5145,5145,5145,5145,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-13 20:53:00,0
130,5151,5151,5151,5151,24,24,24,2040,130,12,12,24,130,1,1,24,1,120,120,2040,120,24,2023-10-13 20:54:00,0
130,5138,5138,5138,5138,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 20:55:00,0
130,5133,5133,5133,5133,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 20:56:00,0
128,5142,5142,5143,5142,24,24,24,2039,128,12,12,24,128,1,1,24,1,118,118,2039,118,24,2023-10-13 20:57:00,0
130,5127,5127,5126,5127,24,24,24,2031,130,12,12,24,130,1,1,24,1,118,118,2031,118,24,2023-10-13 20:58:00,0
130,5141,5141,5141,5141,24,24,24,2033,130,12,12,24,130,1,1,24,1,120,120,2033,120,24,2023-10-13 20:59:00,0
130,5140,5140,5140,5140,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 21:00:00,0
130,5128,5128,5128,5128,24,24,24,2032,130,12,12,24,130,1,1,24,1,118,118,2032,118,24,2023-10-13 21:01:00,0
130,5129,5129,5130,5129,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 21:02:00,0
128,5129,5129,5130,5129,24,24,24,2033,128,12,12,24,128,1,1,24,1,120,120,2033,120,24,2023-10-13 21:03:00,0
130,5142,5142,5140,5142,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 21:04:00,0
130,5145,5145,5146,5145,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-13 21:05:00,0
130,5149,5149,5150,5149,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-13 21:06:00,0
130,5147,5147,5146,5147,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-13 21:07:00,0
130,5147,5147,5150,5147,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-13 21:08:00,0
130,5145,5145,5142,5145,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-13 21:09:00,0
130,5154,5154,5153,5154,24,24,24,2045,130,12,12,24,130,1,1,24,1,118,118,2045,118,24,2023-10-13 21:10:00,0
130,5147,5147,5148,5147,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-13 21:11:00,0
128,5059,5059,5058,5059,22,22,22,2006,128,12,12,22,128,1,1,22,1,116,116,2006,116,22,2023-10-13 21:12:00,0
130,5134,5134,5134,5134,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 21:13:00,0
128,5147,5147,5147,5147,24,24,24,2044,128,12,12,24,128,1,1,24,1,118,118,2044,118,24,2023-10-13 21:14:00,0
130,5140,5140,5140,5140,24,24,24,2039,130,12,12,24,130,1,1,24,1,120,120,2039,120,24,2023-10-13 21:15:00,0
130,5157,5157,5157,5157,24,24,24,2045,130,12,12,24,130,1,1,24,1,118,118,2045,118,24,2023-10-13 21:16:00,0
130,5145,5145,5145,5145,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-13 21:17:00,0
130,5143,5143,5144,5143,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-13 21:18:00,0
130,5140,5140,5140,5140,22,22,22,2037,130,12,12,22,130,1,1,22,1,120,120,2037,120,22,2023-10-13 21:19:00,0
130,5144,5144,5143,5144,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 21:20:00,0
128,5135,5135,5135,5135,24,24,24,2031,128,12,12,24,128,1,1,24,1,118,118,2031,118,24,2023-10-13 21:21:00,0
130,5124,5124,5124,5124,24,24,24,2029,130,12,12,24,130,1,1,24,1,118,118,2029,118,24,2023-10-13 21:22:00,0
130,5146,5146,5147,5146,24,24,24,2041,130,12,12,24,130,1,1,24,1,120,120,2041,120,24,2023-10-13 21:23:00,0
130,5134,5134,5133,5134,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 21:24:00,0
130,5144,5144,5146,5144,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 21:25:00,0
130,5156,5156,5154,5156,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-13 21:26:00,0
130,5150,5150,5151,5150,24,24,24,2044,130,12,12,24,130,1,1,24,1,120,120,2044,120,24,2023-10-13 21:27:00,0
130,5138,5138,5137,5138,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 21:28:00,0
128,5132,5132,5132,5132,24,24,24,2037,128,12,12,24,128,1,1,24,1,118,118,2037,118,24,2023-10-13 21:29:00,0
130,5142,5142,5142,5142,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 21:30:00,0
130,5148,5148,5150,5148,24,24,24,2043,130,12,12,24,130,1,1,24,1,120,120,2043,120,24,2023-10-13 21:31:00,0
130,5125,5125,5124,5125,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 21:32:00,0
130,5121,5121,5120,5121,24,24,24,2023,130,12,12,24,130,1,1,24,1,118,118,2023,118,24,2023-10-13 21:33:00,0
130,5140,5140,5142,5140,24,24,24,2038,130,12,12,24,130,1,1,24,1,118,118,2038,118,24,2023-10-13 21:34:00,0
130,5136,5136,5134,5136,24,24,24,2032,130,12,12,24,130,1,1,24,1,120,120,2032,120,24,2023-10-13 21:35:00,0
130,5132,5132,5132,5132,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 21:36:00,0
130,5139,5139,5142,5139,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 21:37:00,0
126,5052,5052,5050,5052,24,24,24,2001,126,12,12,24,126,1,1,24,1,116,116,2001,116,24,2023-10-13 21:38:00,0
130,5136,5136,5135,5136,24,24,24,2035,130,12,12,24,130,1,1,24,1,120,120,2035,120,24,2023-10-13 21:39:00,0
130,5136,5136,5137,5136,24,24,24,2030,130,12,12,24,130,1,1,24,1,118,118,2030,118,24,2023-10-13 21:40:00,0
130,5129,5129,5128,5129,24,24,24,2030,130,12,12,24,130,1,1,24,1,118,118,2030,118,24,2023-10-13 21:41:00,0
130,5147,5147,5148,5147,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-13 21:42:00,0
130,5140,5140,5140,5140,23,23,23,2040,130,12,12,23,130,1,1,23,1,120,120,2040,120,23,2023-10-13 21:43:00,0
130,5146,5146,5146,5146,23,23,23,2042,130,12,12,23,130,1,1,23,1,118,118,2042,118,23,2023-10-13 21:44:00,0
128,5142,5142,5143,5142,24,24,24,2041,128,12,12,24,128,1,1,24,1,118,118,2041,118,24,2023-10-13 21:45:00,0
130,5139,5139,5139,5139,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 21:46:00,0
130,5148,5148,5148,5148,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-13 21:47:00,0
130,5139,5139,5137,5139,24,24,24,2038,130,12,12,24,130,1,1,24,1,120,120,2038,120,24,2023-10-13 21:48:00,0
130,5136,5136,5136,5136,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 21:49:00,0
130,5151,5151,5152,5151,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-13 21:50:00,0
130,5139,5139,5140,5139,24,24,24,2040,130,12,12,24,130,1,1,24,1,120,120,2040,120,24,2023-10-13 21:51:00,0
130,5139,5139,5138,5139,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 21:52:00,0
129,5135,5135,5135,5135,24,24,24,2035,129,12,12,24,129,1,1,24,1,118,118,2035,118,24,2023-10-13 21:53:00,0
129,5138,5138,5138,5138,22,22,22,2037,129,12,12,22,129,1,1,22,1,118,118,2037,118,22,2023-10-13 21:54:00,0
130,5150,5150,5149,5150,24,24,24,2042,130,12,12,24,130,1,1,24,1,120,120,2042,120,24,2023-10-13 21:55:00,0
130,5132,5132,5133,5132,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 21:56:00,0
130,5151,5151,5151,5151,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-13 21:57:00,0
130,5141,5141,5141,5141,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 21:58:00,0
130,5143,5143,5143,5143,24,24,24,2037,130,12,12,24,130,1,1,24,1,120,120,2037,120,24,2023-10-13 21:59:00,0
130,5147,5147,5146,5147,24,24,24,2040,130,12,12,24,130,1,1,24,1,118,118,2040,118,24,2023-10-13 22:00:00,0
130,5117,5117,5117,5117,24,24,24,2026,130,12,12,24,130,1,1,24,1,118,118,2026,118,24,2023-10-13 22:01:00,0
128,5134,5134,5136,5134,24,24,24,2040,128,12,12,24,128,1,1,24,1,118,118,2040,118,24,2023-10-13 22:02:00,0
128,5046,5046,5047,5046,24,24,24,2000,128,12,12,24,128,1,1,24,1,118,118,2000,118,24,2023-10-13 22:03:00,0
130,5139,5139,5137,5139,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-13 22:04:00,0
130,5136,5136,5136,5136,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 22:05:00,0
130,5138,5138,5137,5138,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 22:06:00,0
130,5144,5144,5145,5144,24,24,24,2038,130,12,12,24,130,1,1,24,1,120,120,2038,120,24,2023-10-13 22:07:00,0
130,5136,5136,5137,5136,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 22:08:00,0
130,5138,5138,5137,5138,24,24,24,2034,130,12,12,24,130,1,1,24,1,118,118,2034,118,24,2023-10-13 22:09:00,0
128,5129,5129,5128,5129,24,24,24,2033,128,12,12,24,128,1,1,24,1,118,118,2033,118,24,2023-10-13 22:10:00,0
130,5134,5134,5135,5134,24,24,24,2029,130,12,12,24,130,1,1,24,1,120,120,2029,120,24,2023-10-13 22:11:00,0
130,5145,5145,5146,5145,24,24,24,2043,130,12,12,24,130,1,1,24,1,118,118,2043,118,24,2023-10-13 22:12:00,0
130,5139,5139,5137,5139,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-13 22:13:00,0
130,5137,5137,5139,5137,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 22:14:00,0
130,5133,5133,5131,5133,24,24,24,2032,130,12,12,24,130,1,1,24,1,120,120,2032,120,24,2023-10-13 22:15:00,0
130,5153,5153,5153,5153,24,24,24,2044,130,12,12,24,130,1,1,24,1,118,118,2044,118,24,2023-10-13 22:16:00,0
130,5142,5142,5147,5142,24,24,24,2041,130,12,12,24,130,1,1,24,1,118,118,2041,118,24,2023-10-13 22:17:00,0
130,5137,5137,5132,5137,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 22:18:00,0
128,5151,5151,5155,5151,22,22,22,2050,128,12,12,22,128,1,1,22,1,120,120,2050,120,22,2023-10-13 22:19:00,0
130,5141,5141,5137,5141,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 22:20:00,0
130,5132,5132,5132,5132,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 22:21:00,0
130,5129,5129,5131,5129,24,24,24,2028,130,12,12,24,130,1,1,24,1,118,118,2028,118,24,2023-10-13 22:22:00,0
130,5133,5133,5133,5133,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 22:23:00,0
130,5143,5143,5142,5143,24,24,24,2041,130,12,12,24,130,1,1,24,1,120,120,2041,120,24,2023-10-13 22:24:00,0
130,5141,5141,5141,5141,24,24,24,2039,130,12,12,24,130,1,1,24,1,118,118,2039,118,24,2023-10-13 22:25:00,0
130,5131,5131,5131,5131,24,24,24,2028,130,12,12,24,130,1,1,24,1,118,118,2028,118,24,2023-10-13 22:26:00,0
128,5147,5147,5150,5147,24,24,24,2039,128,12,12,24,128,1,1,24,1,118,118,2039,118,24,2023-10-13 22:27:00,0
128,5064,5064,5060,5064,22,22,22,2011,128,12,12,22,128,1,1,22,1,118,118,2011,118,22,2023-10-13 22:28:00,0
130,5148,5148,5148,5148,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-13 22:29:00,0
130,5135,5135,5135,5135,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 22:30:00,0
130,5137,5137,5139,5137,24,24,24,2036,130,12,12,24,130,1,1,24,1,120,120,2036,120,24,2023-10-13 22:31:00,0
130,5148,5148,5146,5148,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-13 22:32:00,0
130,5129,5129,5130,5129,24,24,24,2033,130,12,12,24,130,1,1,24,1,118,118,2033,118,24,2023-10-13 22:33:00,0
130,5134,5134,5133,5134,24,24,24,2035,130,12,12,24,130,1,1,24,1,118,118,2035,118,24,2023-10-13 22:34:00,0
128,5148,5148,5148,5148,24,24,24,2042,128,12,12,24,128,1,1,24,1,120,120,2042,120,24,2023-10-13 22:35:00,0
130,5148,5148,5149,5147,24,24,24,2042,130,12,12,24,130,1,1,24,1,118,118,2042,118,24,2023-10-13 22:36:00,0
130,5150,5150,5152,5151,24,24,24,2046,130,12,12,24,130,1,1,24,1,118,118,2046,118,24,2023-10-13 22:37:00,0
130,5145,5145,5142,5145,24,24,24,2036,130,12,12,24,130,1,1,24,1,118,118,2036,118,24,2023-10-13 22:38:00,0
130,5150,5150,5150,5150,24,24,24,2043,130,12,12,24,130,1,1,24,1,120,120,2043,120,24,2023-10-13 22:39:00,0
130,5142,5142,5143,5142,24,24,24,2037,130,12,12,24,130,1,1,24,1,118,118,2037,118,24,2023-10-13 22:40:00,0
