request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1291,1291,571,696,431,146,147,147,118,118,118,119,34,22,6,12,12,0,7,0,2023-11-13 13:37:16,0
1289,1289,274,295,207,43,42,42,42,42,42,41,1,5,4,12,12,1,0,0,2023-11-13 13:38:48,8
1295,1295,146,146,98,23,22,22,22,22,22,21,1,2,4,12,12,1,0,0,2023-11-13 13:39:16,8
1297,1297,54,60,22,18,19,19,18,18,18,19,0,1,0,12,12,0,0,0,2023-11-13 13:40:48,0
1296,1296,54,51,17,16,17,17,16,16,16,17,0,3,0,12,12,0,0,0,2023-11-13 13:41:16,0
1275,1275,106,177,40,89,87,87,48,48,48,46,50,15,10,12,12,7,3,0,2023-11-13 13:42:48,0
1272,1272,127,280,38,171,170,170,65,65,65,64,132,31,33,12,12,21,4,2,2023-11-13 13:43:16,0
1301,1301,150,461,15,345,346,346,82,82,82,83,330,67,86,12,12,52,12,2,2023-11-13 13:44:48,9
1295,1295,137,448,16,339,339,339,79,79,79,79,325,65,79,12,12,51,13,0,2023-11-13 13:45:16,9
1286,1286,178,490,43,345,346,346,93,93,93,94,315,65,71,12,12,50,9,4,2023-11-13 13:46:48,1
1291,1291,345,598,192,294,295,295,104,104,104,105,238,54,55,12,12,37,7,4,2023-11-13 13:47:16,1
1303,1303,743,824,612,106,106,106,106,106,106,106,0,13,0,12,12,0,0,0,2023-11-13 13:48:48,0
1296,1296,701,794,579,108,107,107,107,107,107,106,1,10,0,12,12,1,0,0,2023-11-13 13:49:16,0
1289,1289,597,679,445,117,117,117,116,116,116,116,1,10,0,12,12,1,0,0,2023-11-13 13:50:48,0
1302,1302,592,658,439,109,110,110,109,109,109,110,0,12,0,12,12,0,0,0,2023-11-13 13:51:16,0
1268,1268,567,636,442,97,97,97,97,97,97,97,0,12,0,12,12,0,0,0,2023-11-13 13:52:48,0
1267,1267,586,665,451,107,107,107,107,107,107,107,0,12,0,12,12,0,0,0,2023-11-13 13:53:16,0
1307,1307,627,705,479,115,115,115,107,107,107,107,10,13,6,12,12,1,1,0,2023-11-13 13:54:48,8
1295,1295,611,680,466,101,101,101,93,93,93,93,10,11,22,12,12,1,1,0,2023-11-13 13:55:16,40
1294,1294,633,703,479,104,104,104,104,104,104,104,0,10,16,12,12,0,0,0,2023-11-13 13:56:48,32
1296,1296,663,742,509,115,114,114,115,115,115,114,0,12,4,12,12,0,0,0,2023-11-13 13:57:16,8
1284,1284,661,728,528,98,98,98,98,98,98,98,0,9,4,12,12,0,0,0,2023-11-13 13:58:48,8
1294,1294,618,672,489,91,92,92,91,91,91,92,0,7,0,12,12,0,0,0,2023-11-13 13:59:16,0
1296,1296,403,449,299,75,75,75,75,75,75,75,0,8,0,12,12,0,0,0,2023-11-13 14:00:48,0
1297,1297,304,339,227,56,56,56,56,56,56,56,0,7,0,12,12,0,0,0,2023-11-13 14:01:16,0
1295,1295,97,95,58,15,13,13,15,15,15,13,0,1,8,12,12,0,0,0,2023-11-13 14:02:48,16
1272,1272,85,73,38,13,13,13,13,13,13,13,0,0,8,12,12,0,0,0,2023-11-13 14:03:16,16
1281,1281,72,54,34,9,11,11,9,9,9,11,0,1,0,12,12,0,0,0,2023-11-13 14:04:48,0
1294,1294,69,97,36,43,42,42,18,18,18,17,31,8,7,12,12,4,2,0,2023-11-13 14:05:16,1
1287,1287,139,433,30,311,310,310,79,79,79,78,290,60,71,12,12,49,7,2,2023-11-13 14:06:48,1
1296,1296,151,492,26,362,362,362,88,88,88,88,342,71,83,12,12,55,12,2,2023-11-13 14:07:16,0
1296,1296,156,481,31,352,352,352,83,83,83,83,336,68,81,12,12,52,14,1,2023-11-13 14:08:48,8
1295,1295,163,490,34,354,354,354,89,89,89,89,331,68,78,12,12,53,9,4,2023-11-13 14:09:16,8
1294,1294,584,751,439,188,189,189,120,120,120,121,85,31,18,12,12,13,2,3,2023-11-13 14:10:48,0
1296,1296,720,822,573,125,126,126,120,120,120,121,7,17,2,12,12,2,0,0,2023-11-13 14:11:16,0
1268,1268,703,757,570,96,96,96,91,91,91,91,6,18,1,12,12,1,0,1,2023-11-13 14:12:48,0
1268,1268,692,740,540,87,87,87,82,82,82,82,6,15,33,12,12,1,0,1,2023-11-13 14:13:16,64
1299,1299,677,766,508,116,116,116,108,108,108,108,10,14,35,12,12,2,0,0,2023-11-13 14:14:48,66
1295,1295,666,762,518,123,123,123,115,115,115,115,10,14,7,12,12,2,0,0,2023-11-13 14:15:16,10
1296,1296,622,698,493,101,100,100,101,101,101,100,0,6,4,12,12,0,0,0,2023-11-13 14:16:48,8
1295,1295,648,715,507,104,104,104,104,104,104,104,0,8,0,12,12,0,0,0,2023-11-13 14:17:16,0
1290,1290,606,684,440,122,123,123,121,121,121,122,1,16,0,12,12,1,0,0,2023-11-13 14:18:48,0
1294,1294,562,644,407,119,119,119,118,118,118,118,1,16,0,12,12,1,0,0,2023-11-13 14:19:16,0
1264,1264,626,706,494,106,106,106,106,106,106,106,0,11,0,12,12,0,0,0,2023-11-13 14:20:48,0
1265,1265,661,743,519,111,111,111,111,111,111,111,0,13,1,12,12,0,0,0,2023-11-13 14:21:16,0
1300,1300,620,691,484,102,102,102,102,102,102,102,0,11,2,12,12,0,0,0,2023-11-13 14:22:48,0
1290,1290,479,525,366,79,79,79,79,79,79,79,0,6,1,12,12,0,0,0,2023-11-13 14:23:16,0
1299,1299,108,112,44,40,40,40,28,28,28,28,15,3,3,12,12,0,3,0,2023-11-13 14:24:48,0
1297,1297,96,104,40,38,38,38,26,26,26,26,15,5,3,12,12,0,3,0,2023-11-13 14:25:16,0
1293,1293,109,103,38,32,32,32,32,32,32,32,0,7,0,12,12,0,0,0,2023-11-13 14:26:48,0
1296,1296,115,111,38,36,36,36,36,36,36,36,0,5,0,12,12,0,0,0,2023-11-13 14:27:16,0
1290,1290,148,350,35,238,237,237,70,70,70,69,210,43,49,12,12,32,8,2,2023-11-13 14:28:48,0
1268,1268,176,453,37,316,315,315,84,84,84,83,290,59,74,12,12,46,10,2,2023-11-13 14:29:16,8
1270,1270,167,479,38,343,343,343,83,83,83,83,324,68,79,12,12,51,14,0,2023-11-13 14:30:48,8
1297,1297,158,470,39,339,339,339,81,81,81,81,322,68,75,12,12,50,14,1,2023-11-13 14:31:16,0
1292,1292,389,581,246,228,229,229,95,95,95,96,167,43,44,12,12,26,4,4,2023-11-13 14:32:48,8
1294,1294,485,620,344,170,171,171,99,99,99,100,89,32,23,12,12,13,2,3,2023-11-13 14:33:16,8
1300,1300,587,684,444,125,124,124,116,116,116,115,11,20,2,12,12,2,1,0,2023-11-13 14:34:48,0
1294,1294,628,720,481,124,124,124,115,115,115,115,11,16,2,12,12,2,1,0,2023-11-13 14:35:16,0
1295,1295,718,801,583,109,109,109,109,109,109,109,0,11,0,12,12,0,0,0,2023-11-13 14:36:48,0
1296,1296,688,774,550,112,112,112,112,112,112,112,0,13,0,12,12,0,0,0,2023-11-13 14:37:16,0
1270,1270,664,742,516,111,112,112,110,110,110,111,1,10,4,12,12,1,0,0,2023-11-13 14:38:48,8
1273,1273,653,734,518,107,106,106,106,106,106,105,1,10,4,12,12,1,0,0,2023-11-13 14:39:16,8
1294,1294,493,583,382,105,105,105,96,96,96,96,11,22,2,12,12,1,2,0,2023-11-13 14:40:48,0
1296,1296,493,588,372,116,117,117,99,99,99,100,21,27,4,12,12,1,4,0,2023-11-13 14:41:16,0
1295,1295,679,747,441,117,117,117,109,109,109,109,10,19,82,12,12,0,2,0,2023-11-13 14:42:48,160
1295,1295,720,782,480,111,111,111,111,111,111,111,0,12,80,12,12,0,0,0,2023-11-13 14:43:16,160
1300,1300,835,905,592,103,102,102,101,101,101,100,2,19,108,12,12,0,1,0,2023-11-13 14:44:48,216
1294,1294,762,837,526,103,103,103,98,98,98,98,5,19,108,12,12,0,1,0,2023-11-13 14:45:16,218
1270,1270,599,688,478,106,107,107,103,103,103,104,3,12,0,12,12,0,0,0,2023-11-13 14:46:48,2
1265,1265,675,740,526,107,107,107,107,107,107,107,0,13,0,12,12,0,0,0,2023-11-13 14:47:16,0
1285,1285,520,593,375,127,127,127,91,91,91,91,45,18,9,12,12,0,9,0,2023-11-13 14:48:48,0
1296,1296,359,433,263,103,103,103,67,67,67,67,45,16,9,12,12,0,9,0,2023-11-13 14:49:16,0
1302,1302,101,102,58,24,24,24,20,20,20,20,5,4,1,12,12,0,1,0,2023-11-13 14:50:48,0
1297,1297,98,106,54,28,28,28,24,24,24,24,5,6,1,12,12,0,1,0,2023-11-13 14:51:16,0
1288,1288,108,116,46,39,39,39,31,31,31,31,10,6,2,12,12,0,2,0,2023-11-13 14:52:48,0
1293,1293,119,138,46,59,57,57,35,35,35,33,30,9,6,12,12,3,3,0,2023-11-13 14:53:16,0
1304,1304,163,441,42,305,304,304,77,77,77,76,284,61,72,12,12,44,11,2,2023-11-13 14:54:48,8
1296,1296,171,501,39,356,357,357,84,84,84,85,339,71,86,12,12,52,14,2,2023-11-13 14:55:16,8
1272,1272,201,487,55,339,338,338,84,84,84,83,319,65,74,12,12,49,14,1,2023-11-13 14:56:48,0
1272,1272,220,516,79,344,345,345,84,84,84,85,326,68,74,12,12,49,12,4,2023-11-13 14:57:16,0
1288,1288,494,646,357,185,187,187,100,100,100,102,107,29,24,12,12,16,2,3,2023-11-13 14:58:48,0
1296,1296,644,739,502,128,128,128,108,108,108,108,25,13,6,12,12,5,0,0,2023-11-13 14:59:16,0
1296,1296,768,864,635,117,116,116,113,113,113,112,5,11,1,12,12,0,0,1,2023-11-13 15:00:48,0
1297,1297,728,827,593,119,119,119,115,115,115,115,5,13,1,12,12,0,0,1,2023-11-13 15:01:16,0
1296,1296,692,797,537,133,134,134,121,121,121,122,15,24,7,12,12,0,3,0,2023-11-13 15:02:48,8
1294,1294,715,825,555,141,140,140,125,125,125,124,20,25,8,12,12,0,4,0,2023-11-13 15:03:16,8
1304,1304,739,814,588,115,114,114,111,111,111,110,5,11,1,12,12,0,1,0,2023-11-13 15:04:48,0
1296,1296,754,816,602,106,107,107,106,106,106,107,0,8,0,12,12,0,0,0,2023-11-13 15:05:16,0
1260,1260,802,900,641,131,132,132,127,127,127,128,5,15,1,12,12,0,1,0,2023-11-13 15:06:48,0
1264,1264,782,891,631,132,132,132,128,128,128,128,5,14,1,12,12,0,1,0,2023-11-13 15:07:16,0
1290,1290,657,739,543,98,98,98,98,98,98,98,0,10,0,12,12,0,0,0,2023-11-13 15:08:48,0
1295,1295,605,680,490,95,95,95,95,95,95,95,0,12,0,12,12,0,0,0,2023-11-13 15:09:16,0
1295,1295,551,623,411,106,106,106,106,106,106,106,0,14,0,12,12,0,0,0,2023-11-13 15:10:48,0
1294,1294,578,646,432,107,107,107,107,107,107,107,0,13,0,12,12,0,0,0,2023-11-13 15:11:16,0
1295,1295,383,392,275,58,58,58,58,58,58,58,0,7,0,12,12,0,0,0,2023-11-13 15:12:48,0
1296,1296,245,237,158,37,37,37,37,37,37,37,0,7,4,12,12,0,0,0,2023-11-13 15:13:16,8
1306,1306,71,61,17,18,18,18,18,18,18,18,0,3,8,12,12,0,0,0,2023-11-13 15:14:48,16
1266,1266,151,152,88,30,30,30,30,30,30,30,0,5,4,12,12,0,0,0,2023-11-13 15:15:16,8
1264,1264,206,230,116,65,64,64,49,49,49,48,19,11,3,12,12,4,0,0,2023-11-13 15:16:48,0
1294,1294,180,284,65,148,145,145,59,59,59,56,111,26,36,12,12,18,2,2,2023-11-13 15:17:16,16
1293,1293,317,694,95,424,424,424,148,148,148,148,345,75,96,12,12,52,15,2,2023-11-13 15:18:48,25
1296,1296,296,653,81,411,413,413,144,144,144,146,334,72,82,12,12,52,15,0,2023-11-13 15:19:16,9
1296,1296,168,476,32,346,346,346,89,89,89,89,322,65,74,12,12,50,10,4,2023-11-13 15:20:48,1
1296,1296,291,568,156,306,307,307,98,98,98,99,260,60,59,12,12,40,8,4,2023-11-13 15:21:16,1
1288,1288,638,760,483,157,157,157,120,120,120,120,46,28,9,12,12,8,3,0,2023-11-13 15:22:48,0
1295,1295,647,756,494,143,143,143,117,117,117,117,32,21,6,12,12,5,3,0,2023-11-13 15:23:16,0
1275,1275,709,811,552,132,133,133,124,124,124,125,10,16,2,12,12,2,0,0,2023-11-13 15:24:48,0
1268,1268,684,769,521,126,126,126,122,122,122,122,5,15,1,12,12,1,0,0,2023-11-13 15:25:16,0
1286,1286,679,752,506,123,123,123,118,118,118,118,6,17,5,12,12,1,1,0,2023-11-13 15:26:48,8
1293,1293,676,759,516,122,121,121,117,117,117,116,6,17,5,12,12,1,1,0,2023-11-13 15:27:16,8
1294,1294,612,652,436,108,108,108,108,108,108,108,0,11,0,12,12,0,0,0,2023-11-13 15:28:48,0
1295,1295,625,670,447,111,112,112,111,111,111,112,0,17,0,12,12,0,0,0,2023-11-13 15:29:16,0
1310,1310,644,722,491,114,113,113,114,114,114,113,0,20,4,12,12,0,0,0,2023-11-13 15:30:48,8
1296,1296,597,668,442,111,111,111,111,111,111,111,0,16,4,12,12,0,0,0,2023-11-13 15:31:16,8
1282,1282,591,685,438,125,126,126,121,121,121,122,5,18,1,12,12,1,0,0,2023-11-13 15:32:48,0
1262,1262,635,726,484,123,123,123,119,119,119,119,5,16,1,12,12,1,0,0,2023-11-13 15:33:16,0
1276,1276,632,670,484,93,93,93,93,93,93,93,0,10,0,12,12,0,0,0,2023-11-13 15:34:48,0
1296,1296,655,706,500,103,103,103,103,103,103,103,0,13,0,12,12,0,0,0,2023-11-13 15:35:16,0
1293,1293,714,792,551,123,122,122,119,119,119,118,5,14,1,12,12,0,1,0,2023-11-13 15:36:48,0
1296,1296,559,606,413,98,98,98,94,94,94,94,5,8,1,12,12,0,1,0,2023-11-13 15:37:16,0
1296,1296,162,163,58,53,54,54,49,49,49,50,5,6,1,12,12,1,0,0,2023-11-13 15:38:48,0
1281,1281,175,187,72,59,59,59,55,55,55,55,5,11,1,12,12,1,0,0,2023-11-13 15:39:16,0
1296,1296,165,187,70,60,60,60,56,56,56,56,5,13,1,12,12,1,0,0,2023-11-13 15:40:48,0
1311,1311,147,164,57,53,53,53,49,49,49,49,5,9,5,12,12,1,0,0,2023-11-13 15:41:16,8
1261,1261,155,324,41,201,200,200,68,68,68,67,166,35,48,12,12,25,5,3,2023-11-13 15:42:48,17
1271,1271,159,394,33,271,270,270,77,77,77,76,242,50,62,12,12,40,5,3,2023-11-13 15:43:16,9
1302,1302,159,490,36,356,356,356,87,87,87,87,336,69,78,12,12,55,13,0,2023-11-13 15:44:48,0
1296,1296,167,507,38,364,364,364,94,94,94,94,338,69,79,12,12,51,17,0,2023-11-13 15:45:16,0
1293,1293,342,584,194,273,273,273,111,111,111,111,203,50,47,12,12,29,7,4,2023-11-13 15:46:48,0
1295,1295,430,619,284,215,216,216,115,115,115,116,125,37,28,12,12,18,3,4,2023-11-13 15:47:16,0
1292,1292,598,674,456,108,109,109,108,108,108,109,0,9,0,12,12,0,0,0,2023-11-13 15:48:48,0
1296,1296,629,707,489,113,113,113,105,105,105,105,10,8,2,12,12,0,2,0,2023-11-13 15:49:16,0
1278,1278,680,780,526,137,137,137,117,117,117,117,25,24,5,12,12,0,5,0,2023-11-13 15:50:48,0
1267,1267,636,725,478,129,129,129,117,117,117,117,15,26,3,12,12,0,3,0,2023-11-13 15:51:16,0
1290,1290,631,698,493,102,102,102,102,102,102,102,0,14,0,12,12,0,0,0,2023-11-13 15:52:48,0
1294,1294,641,707,495,104,104,104,104,104,104,104,0,12,4,12,12,0,0,0,2023-11-13 15:53:16,8
1292,1292,616,731,457,143,143,143,127,127,127,127,20,22,8,12,12,1,3,0,2023-11-13 15:54:48,8
1288,1288,630,755,483,144,144,144,128,128,128,128,20,25,4,12,12,1,3,0,2023-11-13 15:55:16,0
1297,1297,331,370,236,71,71,71,63,63,63,63,10,10,2,12,12,1,1,0,2023-11-13 15:56:48,0
1295,1295,210,231,133,53,53,53,41,41,41,41,15,7,7,12,12,1,2,0,2023-11-13 15:57:16,8
1293,1293,100,109,36,42,42,42,26,26,26,26,20,8,8,12,12,0,4,0,2023-11-13 15:58:48,8
1296,1296,102,100,37,37,37,37,25,25,25,25,15,6,3,12,12,0,3,0,2023-11-13 15:59:16,0
1267,1267,105,121,32,54,53,53,34,34,34,33,25,11,6,12,12,4,1,0,2023-11-13 16:00:48,0
1275,1275,120,225,30,139,138,138,50,50,50,49,111,28,28,12,12,18,2,2,2023-11-13 16:01:16,0
1291,1291,190,502,43,348,348,348,88,88,88,88,324,72,86,12,12,51,12,2,2023-11-13 16:02:48,16
1294,1294,195,515,48,357,357,357,90,90,90,90,334,74,86,12,12,50,17,0,2023-11-13 16:03:16,16
1312,1312,207,540,60,369,370,370,97,97,97,98,341,71,82,12,12,50,14,4,2023-11-13 16:04:48,8
1284,1284,273,544,127,301,302,302,93,93,93,94,260,58,71,12,12,40,8,4,2023-11-13 16:05:16,24
1288,1288,197,226,112,57,57,57,45,45,45,45,15,13,11,12,12,3,0,0,2023-11-13 16:06:48,16
1293,1293,122,122,51,35,35,35,35,35,35,35,0,8,0,12,12,0,0,0,2023-11-13 16:07:16,0
1250,1250,111,106,42,30,30,30,30,30,30,30,0,5,4,12,12,0,0,0,2023-11-13 16:08:48,8
1268,1268,104,103,38,32,32,32,28,28,28,28,5,6,5,12,12,0,1,0,2023-11-13 16:09:16,8
1295,1295,165,277,63,147,146,146,53,53,53,52,117,28,37,12,12,17,4,2,2023-11-13 16:10:48,16
1301,1301,270,476,131,245,244,244,86,86,86,85,198,46,54,12,12,32,6,2,2023-11-13 16:11:16,16
1300,1300,279,602,111,365,365,365,107,107,107,107,323,72,84,12,12,52,13,0,2023-11-13 16:12:48,17
1295,1295,183,485,36,344,344,344,86,86,86,86,323,70,84,12,12,51,13,0,2023-11-13 16:13:16,17
1300,1300,230,481,120,280,281,281,72,72,72,73,260,54,59,12,12,40,8,4,2023-11-13 16:14:48,0
1295,1295,217,387,126,196,197,197,57,57,57,58,174,37,41,12,12,26,5,4,2023-11-13 16:15:16,0
1295,1295,94,80,38,19,19,19,19,19,19,19,0,1,4,12,12,0,0,0,2023-11-13 16:16:48,8
1295,1295,90,87,31,30,30,30,22,22,22,22,10,4,6,12,12,0,1,1,2023-11-13 16:17:16,8
1261,1261,99,115,27,48,48,48,40,40,40,40,10,9,2,12,12,0,1,1,2023-11-13 16:18:48,0
1270,1270,98,104,32,36,36,36,36,36,36,36,0,6,0,12,12,0,0,0,2023-11-13 16:19:16,0
1295,1295,121,300,26,210,208,208,58,58,58,56,190,43,45,12,12,31,5,2,2023-11-13 16:20:48,0
1291,1291,146,409,28,294,293,293,74,74,74,73,274,61,66,12,12,46,7,2,2023-11-13 16:21:16,0
1295,1295,159,462,33,335,336,336,81,81,81,82,317,67,74,12,12,50,13,0,2023-11-13 16:22:48,2
1300,1300,151,449,22,333,333,333,84,84,84,84,312,65,73,12,12,47,14,1,2023-11-13 16:23:16,2
1303,1303,178,363,88,205,206,206,63,63,63,64,178,40,42,12,12,27,5,4,2023-11-13 16:24:48,0
1295,1295,168,270,104,121,122,122,42,42,42,43,99,23,22,12,12,15,2,3,2023-11-13 16:25:16,0
1267,1267,90,69,37,16,16,16,16,16,16,16,0,3,0,12,12,0,0,0,2023-11-13 16:26:48,0
1274,1274,85,61,29,16,16,16,16,16,16,16,0,4,0,12,12,0,0,0,2023-11-13 16:27:16,0
1296,1296,195,228,96,68,68,68,64,64,64,64,5,10,1,12,12,0,1,0,2023-11-13 16:28:48,0
1294,1294,201,267,98,95,94,94,75,75,75,74,25,15,5,12,12,4,1,0,2023-11-13 16:29:16,0
1294,1294,166,443,67,288,287,287,77,77,77,76,263,56,64,12,12,43,7,2,2023-11-13 16:30:48,0
1296,1296,176,509,61,343,343,343,89,89,89,89,317,66,78,12,12,51,10,2,2023-11-13 16:31:16,1
1295,1295,177,495,51,344,344,344,89,89,89,89,319,68,74,12,12,49,14,1,2023-11-13 16:32:48,2
1295,1295,190,496,63,342,342,342,83,83,83,83,324,70,73,12,12,48,13,4,2023-11-13 16:33:16,1
1299,1299,205,295,110,130,131,131,48,48,48,49,103,25,27,12,12,16,2,3,2023-11-13 16:34:48,8
1295,1295,177,195,106,51,52,52,32,32,32,33,24,9,10,12,12,5,0,0,2023-11-13 16:35:16,8
1265,1265,96,85,44,20,20,20,20,20,20,20,0,3,0,12,12,0,0,0,2023-11-13 16:36:48,0
1264,1264,92,85,40,22,22,22,22,22,22,22,0,1,0,12,12,0,0,0,2023-11-13 16:37:16,0
1292,1292,108,129,49,47,46,46,34,34,34,33,16,6,3,12,12,3,0,0,2023-11-13 16:38:48,0
1296,1296,141,242,47,135,134,134,55,55,55,54,100,26,26,12,12,16,2,2,2023-11-13 16:39:16,0
1297,1297,244,582,86,370,370,370,111,111,111,111,324,73,80,12,12,52,11,2,2023-11-13 16:40:48,0
1297,1297,267,617,110,375,375,375,121,121,121,121,317,72,74,12,12,51,13,0,2023-11-13 16:41:16,0
1295,1295,223,552,75,362,362,362,106,106,106,106,319,70,71,12,12,48,12,4,2023-11-13 16:42:48,0
1287,1287,225,485,91,298,299,299,84,84,84,85,268,56,64,12,12,41,8,4,2023-11-13 16:43:16,6
1302,1302,202,251,107,86,87,87,50,50,50,51,46,15,15,12,12,5,4,0,2023-11-13 16:44:48,8
1301,1301,290,362,174,101,100,100,85,85,85,84,20,18,5,12,12,0,4,0,2023-11-13 16:45:16,2
1256,1256,318,379,190,95,94,94,95,95,95,94,0,10,0,12,12,0,0,0,2023-11-13 16:46:48,0
1265,1265,178,194,89,52,53,53,52,52,52,53,0,5,0,12,12,0,0,0,2023-11-13 16:47:16,0
1296,1296,164,282,48,160,160,160,67,67,67,67,116,30,30,12,12,18,3,2,2023-11-13 16:48:48,0
1295,1295,314,531,122,281,280,280,122,122,122,121,198,50,46,12,12,33,5,2,2023-11-13 16:49:16,0
1295,1295,322,645,124,377,377,377,129,129,129,129,310,70,76,12,12,50,12,0,2023-11-13 16:50:48,12
1297,1297,195,502,47,345,345,345,94,94,94,94,314,65,78,12,12,49,14,0,2023-11-13 16:51:16,12
1296,1296,348,635,186,324,325,325,113,113,113,114,264,60,64,12,12,40,9,4,2023-11-13 16:52:48,9
1296,1296,530,760,348,271,272,272,125,125,125,126,183,48,51,12,12,26,6,4,2023-11-13 16:53:16,17
1301,1301,743,818,570,116,116,116,107,107,107,107,11,15,26,12,12,2,1,0,2023-11-13 16:54:48,48
1294,1294,610,670,471,92,92,92,87,87,87,87,6,14,21,12,12,2,0,0,2023-11-13 16:55:16,40
1265,1265,669,737,563,87,87,87,87,87,87,87,0,12,0,12,12,0,0,0,2023-11-13 16:56:48,0
1264,1264,743,808,620,94,94,94,94,94,94,94,0,10,0,12,12,0,0,0,2023-11-13 16:57:16,0
1288,1288,640,698,512,91,91,91,91,91,91,91,0,15,4,12,12,0,0,0,2023-11-13 16:58:48,8
1295,1295,600,666,478,92,92,92,92,92,92,92,0,16,4,12,12,0,0,0,2023-11-13 16:59:16,8
1299,1299,612,678,460,111,111,111,107,107,107,107,5,13,1,12,12,1,0,0,2023-11-13 17:00:48,0
1295,1295,638,689,483,105,105,105,101,101,101,101,5,12,1,12,12,1,0,0,2023-11-13 17:01:16,0
1291,1291,562,606,420,93,93,93,93,93,93,93,0,8,0,12,12,0,0,0,2023-11-13 17:02:48,0
1296,1296,565,615,426,94,94,94,94,94,94,94,0,9,0,12,12,0,0,0,2023-11-13 17:03:16,0
1303,1303,570,634,430,98,97,97,98,98,98,97,0,14,8,12,12,0,0,0,2023-11-13 17:04:48,16
1295,1295,566,643,429,103,103,103,103,103,103,103,0,12,8,12,12,0,0,0,2023-11-13 17:05:16,16
1258,1258,885,1107,601,257,258,258,248,248,248,249,11,35,2,12,12,2,1,0,2023-11-13 17:06:48,0
1259,1259,974,1193,683,260,259,259,251,251,251,250,11,38,2,12,12,2,1,0,2023-11-13 17:07:16,0
1290,1290,720,782,570,106,106,106,106,106,106,106,0,13,0,12,12,0,0,0,2023-11-13 17:08:48,0
1296,1296,607,666,470,98,99,99,97,97,97,98,1,13,0,12,12,1,0,0,2023-11-13 17:09:16,0
1295,1295,672,756,524,114,114,114,113,113,113,113,1,18,4,12,12,1,0,0,2023-11-13 17:10:48,8
1294,1294,708,787,556,113,113,113,113,113,113,113,0,15,4,12,12,0,0,0,2023-11-13 17:11:16,8
1293,1293,638,712,513,103,103,103,95,95,95,95,10,14,2,12,12,2,0,0,2023-11-13 17:12:48,0
1295,1295,692,758,536,115,115,115,106,106,106,106,11,16,2,12,12,3,0,0,2023-11-13 17:13:16,0
1270,1270,741,801,559,117,117,117,116,116,116,116,1,13,8,12,12,1,0,0,2023-11-13 17:14:48,16
1262,1262,642,707,494,102,102,102,102,102,102,102,0,9,8,12,12,0,0,0,2023-11-13 17:15:16,16
1296,1296,560,579,421,71,71,71,71,71,71,71,0,3,16,12,12,0,0,0,2023-11-13 17:16:48,32
1295,1295,468,476,340,62,62,62,58,58,58,58,5,5,17,12,12,0,1,0,2023-11-13 17:17:16,32
1288,1288,120,100,62,21,21,21,17,17,17,17,5,3,1,12,12,0,1,0,2023-11-13 17:18:48,0
1295,1295,102,91,53,19,19,19,19,19,19,19,0,2,0,12,12,0,0,0,2023-11-13 17:19:16,0
1300,1300,70,75,34,21,20,20,21,21,21,20,0,1,0,12,12,0,0,0,2023-11-13 17:20:48,0
1297,1297,111,114,54,30,30,30,26,26,26,26,5,2,5,12,12,0,1,0,2023-11-13 17:21:16,8
1293,1293,180,425,52,277,277,277,81,81,81,81,245,52,64,12,12,41,6,2,2023-11-13 17:22:48,8
1267,1267,176,483,36,346,344,344,88,88,88,86,321,67,78,12,12,53,10,2,2023-11-13 17:23:16,0
1275,1275,225,521,53,363,363,363,90,90,90,90,341,69,83,12,12,51,17,0,2023-11-13 17:24:48,8
1298,1298,226,528,61,360,361,361,93,93,93,94,335,67,80,12,12,49,13,4,2023-11-13 17:25:16,8
1295,1295,515,688,365,205,206,206,114,114,114,115,114,32,25,12,12,17,2,4,2023-11-13 17:26:48,0
1296,1296,670,789,524,147,148,148,116,116,116,117,39,19,9,12,12,7,1,0,2023-11-13 17:27:16,0
1287,1287,731,807,594,106,106,106,102,102,102,102,5,9,5,12,12,0,1,0,2023-11-13 17:28:48,8
1294,1294,724,800,578,111,110,110,107,107,107,106,5,10,5,12,12,0,1,0,2023-11-13 17:29:16,8
1298,1298,630,682,498,92,92,92,92,92,92,92,0,4,0,12,12,0,0,0,2023-11-13 17:30:48,0
