request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,"CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1295,1295,102,78,20,33,33,33,25,25,25,25,10,5,2,12,12,0,2,0,2023-11-09 19:01:16,0
1294,1294,81,53,24,14,14,14,14,14,14,14,0,1,0,12,12,0,0,0,2023-11-09 19:03:16,0
1267,1267,126,274,35,178,179,178,49,49,49,48,162,34,41,12,12,24,6,2,2023-11-09 19:05:16,4
1296,1296,162,435,17,330,330,330,74,74,74,74,320,67,78,12,12,52,13,0,2023-11-09 19:07:16,8
1296,1296,314,538,176,261,260,261,94,94,94,95,208,45,49,12,12,31,6,4,2023-11-09 19:09:16,2
1296,1296,604,676,459,111,112,111,106,106,106,105,7,8,1,12,12,3,0,0,2023-11-09 19:11:16,0
1253,1253,590,672,439,115,114,115,114,114,114,115,0,16,4,12,12,0,0,0,2023-11-09 19:13:16,8
1311,1311,647,730,507,111,111,111,111,111,111,111,0,15,0,12,12,0,0,0,2023-11-09 19:15:16,0
1288,1288,708,795,559,117,117,117,117,117,117,117,0,8,0,12,12,0,0,0,2023-11-09 19:17:16,0
1300,1300,654,730,495,118,118,118,118,118,118,118,0,21,0,12,12,0,0,0,2023-11-09 19:19:16,0
1297,1297,656,757,491,133,133,133,133,133,133,133,0,21,0,12,12,0,0,0,2023-11-09 19:21:16,0
1267,1267,671,759,505,127,127,127,123,123,123,123,5,18,5,12,12,1,0,0,2023-11-09 19:23:16,8
1297,1297,602,681,444,119,119,119,118,118,118,118,1,8,0,12,12,1,0,0,2023-11-09 19:25:16,0
1295,1295,641,716,485,117,117,117,113,113,113,113,5,9,1,12,12,0,1,0,2023-11-09 19:27:16,0
1295,1295,699,787,533,127,127,127,127,127,127,127,0,19,0,12,12,0,0,0,2023-11-09 19:29:16,0
1271,1271,688,759,530,114,115,114,115,115,115,114,0,13,0,12,12,0,0,0,2023-11-09 19:31:16,0
1292,1292,620,703,486,109,108,109,108,108,108,109,0,11,0,12,12,0,0,0,2023-11-09 19:33:16,0
1295,1295,71,45,20,14,14,14,10,10,10,10,5,3,1,12,12,0,1,0,2023-11-09 19:35:16,0
1292,1292,53,26,13,7,7,7,3,3,3,3,5,1,3,12,12,0,1,0,2023-11-09 19:37:16,0
1302,1302,121,314,21,224,225,224,62,62,62,61,203,43,47,12,12,34,5,2,2023-11-09 19:39:16,0
1269,1269,140,450,23,340,340,340,76,76,76,76,329,68,76,12,12,50,16,0,2023-11-09 19:41:16,2
1291,1291,432,622,292,217,216,217,103,103,103,104,142,38,39,12,12,21,3,4,2023-11-09 19:43:16,9
1297,1297,787,887,641,127,127,127,119,119,119,119,10,19,2,12,12,1,1,0,2023-11-09 19:45:16,0
1296,1296,647,746,507,115,115,115,115,115,115,115,0,15,8,12,12,0,0,0,2023-11-09 19:47:16,16
1293,1293,702,792,554,119,119,119,119,119,119,119,0,12,0,12,12,0,0,0,2023-11-09 19:49:16,0
1275,1275,628,732,484,132,133,132,116,116,116,115,21,15,4,12,12,1,4,0,2023-11-09 19:51:16,0
1291,1291,681,775,559,108,108,108,108,108,108,108,0,5,0,12,12,0,0,0,2023-11-09 19:53:16,0
1297,1297,292,315,220,48,47,48,47,47,47,48,0,5,0,12,12,0,0,0,2023-11-09 19:55:16,0
1296,1296,58,46,24,11,11,11,11,11,11,11,0,3,0,12,12,0,0,0,2023-11-09 19:57:16,0
1268,1268,61,72,13,40,41,40,17,17,17,16,30,6,7,12,12,4,2,0,2023-11-09 19:59:16,0
1297,1297,120,420,12,322,322,322,72,72,72,72,312,63,76,12,12,51,10,2,2023-11-09 20:01:16,1
1295,1295,139,450,22,339,339,339,80,80,80,80,324,65,74,12,12,49,11,4,2023-11-09 20:03:16,1
1296,1296,745,851,600,128,127,128,123,123,123,124,5,16,1,12,12,2,0,0,2023-11-09 20:05:16,0
1293,1293,678,771,531,118,118,118,118,118,118,118,0,17,4,12,12,0,0,0,2023-11-09 20:07:16,8
1269,1269,797,889,663,113,113,113,112,112,112,112,1,20,0,12,12,1,0,0,2023-11-09 20:09:16,0
1297,1297,736,827,602,112,113,112,113,113,113,112,0,14,0,12,12,0,0,0,2023-11-09 20:11:16,0
1295,1295,710,823,561,143,142,143,118,118,118,119,30,19,6,12,12,0,6,0,2023-11-09 20:13:16,0
1295,1295,659,745,527,109,109,109,109,109,109,109,0,14,0,12,12,0,0,0,2023-11-09 20:15:16,0
1263,1263,118,130,70,28,28,28,28,28,28,28,0,7,4,12,12,0,0,0,2023-11-09 20:17:16,8
1296,1296,73,65,20,22,22,22,22,22,22,22,0,4,0,12,12,0,0,0,2023-11-09 20:19:16,0
1288,1288,82,188,15,133,133,133,33,33,33,33,125,26,32,12,12,20,3,2,2023-11-09 20:21:16,0
1299,1299,147,445,12,339,340,339,84,84,84,83,320,65,74,12,12,51,13,0,2023-11-09 20:23:16,0
1295,1295,296,552,172,277,276,277,96,96,96,97,225,52,52,12,12,34,7,4,2023-11-09 20:25:16,1
1274,1274,584,683,439,122,122,122,122,122,122,122,0,19,0,12,12,0,0,0,2023-11-09 20:27:16,0
1295,1295,524,589,413,88,88,88,88,88,88,88,0,9,0,12,12,0,0,0,2023-11-09 20:29:16,0
1296,1296,538,604,411,96,96,96,96,96,96,96,0,14,0,12,12,0,0,0,2023-11-09 20:31:16,0
1292,1292,482,533,380,75,75,75,74,74,74,74,1,8,4,12,12,1,0,0,2023-11-09 20:33:16,8
1275,1275,479,538,372,83,84,83,83,83,83,82,1,14,0,12,12,1,0,0,2023-11-09 20:35:16,0
1296,1296,556,648,431,109,110,109,108,108,108,107,2,11,0,12,12,0,0,0,2023-11-09 20:37:16,0
1294,1294,491,566,381,94,92,94,90,90,90,92,3,10,1,12,12,1,0,0,2023-11-09 20:39:16,0
1296,1296,514,596,396,112,112,112,88,88,88,88,30,13,6,12,12,0,4,2,2023-11-09 20:41:16,0
1274,1274,494,548,362,99,99,99,87,87,87,87,15,11,3,12,12,3,0,0,2023-11-09 20:43:16,0
1296,1296,571,617,435,91,91,91,91,91,91,91,0,14,0,12,12,0,0,0,2023-11-09 20:45:16,0
1285,1285,542,624,408,108,109,108,108,108,108,107,1,12,0,12,12,1,0,0,2023-11-09 20:47:16,0
1302,1302,590,608,441,84,83,84,83,83,83,84,0,10,0,12,12,0,0,0,2023-11-09 20:49:16,0
1296,1296,486,550,365,92,92,92,92,92,92,92,0,17,0,12,12,0,0,0,2023-11-09 20:51:16,0
1260,1260,494,552,374,89,89,89,89,89,89,89,0,8,0,12,12,0,0,0,2023-11-09 20:53:16,0
1296,1296,454,507,352,77,78,77,78,78,78,77,0,10,0,12,12,0,0,0,2023-11-09 20:55:16,0
1301,1301,618,678,491,92,91,92,91,91,91,92,0,10,4,12,12,0,0,0,2023-11-09 20:57:16,8
1296,1296,530,568,416,76,76,76,76,76,76,76,0,8,0,12,12,0,0,0,2023-11-09 20:59:16,0
1273,1273,464,551,343,104,104,104,103,103,103,103,1,9,0,12,12,1,0,0,2023-11-09 21:01:16,0
1293,1293,491,538,386,76,76,76,76,76,76,76,0,14,0,12,12,0,0,0,2023-11-09 21:03:16,0
1296,1296,550,631,424,103,104,103,104,104,104,103,0,14,0,12,12,0,0,0,2023-11-09 21:05:16,0
1296,1296,453,534,321,107,106,107,106,106,106,107,0,14,0,12,12,0,0,0,2023-11-09 21:07:16,0
1265,1265,477,542,366,88,88,88,88,88,88,88,0,11,0,12,12,0,0,0,2023-11-09 21:09:16,0
1295,1295,559,621,445,87,88,87,88,88,88,87,0,16,0,12,12,0,0,0,2023-11-09 21:11:16,0
1294,1294,495,561,381,90,90,90,90,90,90,90,0,13,0,12,12,0,0,0,2023-11-09 21:13:16,0
1295,1295,588,662,468,97,96,97,96,96,96,97,0,10,0,12,12,0,0,0,2023-11-09 21:15:16,0
1295,1295,538,613,421,96,96,96,96,96,96,96,0,12,0,12,12,0,0,0,2023-11-09 21:17:16,0
1273,1273,477,550,356,97,97,97,97,97,97,97,0,10,0,12,12,0,0,0,2023-11-09 21:19:16,0
1296,1296,529,601,416,92,92,92,92,92,92,92,0,13,0,12,12,0,0,0,2023-11-09 21:21:16,0
1295,1295,528,575,409,83,83,83,83,83,83,83,0,10,0,12,12,0,0,0,2023-11-09 21:23:16,0
1296,1296,467,526,358,84,84,84,84,84,84,84,0,9,0,12,12,0,0,0,2023-11-09 21:25:16,0
1264,1264,540,606,430,90,90,90,86,86,86,86,5,11,1,12,12,0,1,0,2023-11-09 21:27:16,0
1295,1295,609,697,435,131,131,131,131,131,131,131,0,20,0,12,12,0,0,0,2023-11-09 21:29:16,0
1295,1295,781,881,581,149,150,149,150,150,150,149,0,14,0,12,12,0,0,0,2023-11-09 21:31:16,0
1294,1294,577,641,410,116,115,116,115,115,115,116,0,19,0,12,12,0,0,0,2023-11-09 21:33:16,0
1268,1268,615,677,489,94,94,94,94,94,94,94,0,12,0,12,12,0,0,0,2023-11-09 21:35:16,0
1295,1295,588,671,451,110,110,110,110,110,110,110,0,14,0,12,12,0,0,0,2023-11-09 21:37:16,0
1295,1295,532,598,398,100,100,100,100,100,100,100,0,16,0,12,12,0,0,0,2023-11-09 21:39:16,0
1296,1296,82,46,18,12,12,12,12,12,12,12,0,1,4,12,12,0,0,0,2023-11-09 21:41:16,8
1277,1277,41,29,12,10,10,10,6,6,6,6,5,2,1,12,12,1,0,0,2023-11-09 21:43:16,0
1295,1295,95,251,20,176,177,176,48,48,48,47,161,34,39,12,12,25,5,2,2023-11-09 21:45:16,1
1296,1296,126,423,9,330,330,330,73,73,73,73,321,65,75,12,12,53,12,0,2023-11-09 21:47:16,2
1296,1296,330,529,219,229,229,229,75,75,75,75,193,43,45,12,12,27,7,4,2023-11-09 21:49:16,1
1295,1295,487,547,386,85,84,85,76,76,76,77,10,9,2,12,12,0,2,0,2023-11-09 21:51:16,0
1256,1256,590,647,479,85,86,85,82,82,82,81,5,7,1,12,12,0,1,0,2023-11-09 21:53:16,0
1297,1297,535,605,426,92,91,92,87,87,87,88,5,7,1,12,12,1,0,0,2023-11-09 21:55:16,0
1295,1295,512,574,412,81,81,81,81,81,81,81,0,13,0,12,12,0,0,0,2023-11-09 21:57:16,0
1296,1296,545,615,424,95,95,95,95,95,95,95,0,10,0,12,12,0,0,0,2023-11-09 21:59:16,0
1296,1296,531,602,430,86,86,86,86,86,86,86,0,15,0,12,12,0,0,0,2023-11-09 22:01:16,0
1268,1268,446,506,352,77,77,77,77,77,77,77,0,14,0,12,12,0,0,0,2023-11-09 22:03:16,0
1297,1297,519,576,413,81,81,81,81,81,81,81,0,12,0,12,12,0,0,0,2023-11-09 22:05:16,0
1295,1295,517,596,400,99,99,99,97,97,97,97,2,9,0,12,12,2,0,0,2023-11-09 22:07:16,0
1294,1294,607,665,485,90,90,90,90,90,90,90,0,7,0,12,12,0,0,0,2023-11-09 22:09:16,0
1270,1270,627,687,515,86,86,86,86,86,86,86,0,14,0,12,12,0,0,0,2023-11-09 22:11:16,0
1295,1295,608,671,501,85,85,85,85,85,85,85,0,13,0,12,12,0,0,0,2023-11-09 22:13:16,0
1295,1295,643,694,529,83,83,83,81,81,81,81,2,11,0,12,12,2,0,0,2023-11-09 22:15:16,0
1294,1294,529,573,419,75,75,75,75,75,75,75,0,9,4,12,12,0,0,0,2023-11-09 22:17:16,8
1269,1269,534,598,442,78,78,78,78,78,78,78,0,10,0,12,12,0,0,0,2023-11-09 22:19:16,0
1295,1295,596,655,481,87,87,87,87,87,87,87,0,7,0,12,12,0,0,0,2023-11-09 22:21:16,0
1293,1293,613,688,502,93,93,93,93,93,93,93,0,12,0,12,12,0,0,0,2023-11-09 22:23:16,0
1297,1297,574,625,467,81,81,81,77,77,77,77,5,11,1,12,12,1,0,0,2023-11-09 22:25:16,0
1296,1296,545,620,430,95,95,95,94,94,94,94,1,12,0,12,12,1,0,0,2023-11-09 22:27:16,0
1274,1274,562,623,476,74,74,74,73,73,73,73,1,9,0,12,12,1,0,0,2023-11-09 22:29:16,0
1296,1296,629,702,511,95,96,95,96,96,96,95,0,13,0,12,12,0,0,0,2023-11-09 22:31:16,0
1293,1293,569,638,467,86,85,86,85,85,85,86,0,8,0,12,12,0,0,0,2023-11-09 22:33:16,0
1295,1295,606,650,485,82,82,82,82,82,82,82,0,9,0,12,12,0,0,0,2023-11-09 22:35:16,0
1271,1271,645,709,530,87,88,87,88,88,88,87,0,17,4,12,12,0,0,0,2023-11-09 22:37:16,8
1294,1294,631,682,511,86,85,86,85,85,85,86,0,10,0,12,12,0,0,0,2023-11-09 22:39:16,0
1297,1297,537,604,428,90,90,90,86,86,86,86,5,12,1,12,12,0,1,0,2023-11-09 22:41:16,0
1295,1295,522,569,431,69,69,69,69,69,69,69,0,6,0,12,12,0,0,0,2023-11-09 22:43:16,0
1296,1296,620,677,526,75,76,75,76,76,76,75,0,9,0,12,12,0,0,0,2023-11-09 22:45:16,0
1259,1259,661,744,552,98,97,98,93,93,93,94,5,17,1,12,12,1,0,0,2023-11-09 22:47:16,0
1296,1296,563,624,466,79,79,79,79,79,79,79,0,10,0,12,12,0,0,0,2023-11-09 22:49:16,0
1289,1289,484,563,393,89,89,89,81,81,81,81,10,11,2,12,12,0,2,0,2023-11-09 22:51:16,0
1300,1300,714,794,598,100,100,100,96,96,96,96,5,17,1,12,12,1,0,0,2023-11-09 22:53:16,0
1264,1264,557,620,470,75,75,75,75,75,75,75,0,8,0,12,12,0,0,0,2023-11-09 22:55:16,0
1291,1291,694,760,581,90,90,90,89,89,89,89,1,14,0,12,12,1,0,0,2023-11-09 22:57:16,0
1300,1300,561,639,452,93,93,93,92,92,92,92,1,12,0,12,12,1,0,0,2023-11-09 22:59:16,0
1297,1297,667,743,552,96,96,96,96,96,96,96,0,14,0,12,12,0,0,0,2023-11-09 23:01:16,0
1295,1295,606,688,502,93,94,93,93,93,93,92,1,7,0,12,12,1,0,0,2023-11-09 23:03:16,0
1272,1272,787,880,681,102,101,102,97,97,97,98,5,11,1,12,12,0,1,0,2023-11-09 23:05:16,0
1295,1295,684,744,590,77,77,77,76,76,76,76,1,10,0,12,12,1,0,0,2023-11-09 23:07:16,0
1295,1295,706,775,611,82,82,82,82,82,82,82,0,15,0,12,12,0,0,0,2023-11-09 23:09:16,0
1296,1296,721,786,638,74,74,74,74,74,74,74,0,7,0,12,12,0,0,0,2023-11-09 23:11:16,0
1294,1294,537,577,449,64,64,64,64,64,64,64,0,7,0,12,12,0,0,0,2023-11-09 23:13:16,0
1269,1269,670,741,560,90,91,90,91,91,91,90,0,10,0,12,12,0,0,0,2023-11-09 23:15:16,0
1294,1294,737,813,618,98,97,98,96,96,96,97,1,12,0,12,12,1,0,0,2023-11-09 23:17:16,0
1285,1285,646,695,555,70,70,70,70,70,70,70,0,13,0,12,12,0,0,0,2023-11-09 23:19:16,0
1304,1304,710,770,616,77,77,77,77,77,77,77,0,12,0,12,12,0,0,0,2023-11-09 23:21:16,0
1270,1270,534,589,459,71,71,71,59,59,59,59,15,11,3,12,12,0,3,0,2023-11-09 23:23:16,0
1296,1296,24,22,10,6,6,6,6,6,6,6,0,0,0,12,12,0,0,0,2023-11-09 23:25:16,0
1295,1295,40,29,8,10,10,10,10,10,10,10,0,1,0,12,12,0,0,0,2023-11-09 23:27:16,0
1295,1295,93,346,9,265,266,265,61,61,61,60,256,52,62,12,12,43,6,2,2023-11-09 23:29:16,0
1296,1296,103,425,14,331,331,331,69,69,69,69,327,66,76,12,12,49,15,1,2023-11-09 23:31:16,1
1271,1271,482,617,395,145,144,145,75,75,75,76,87,23,20,12,12,13,2,3,2023-11-09 23:33:16,1
1296,1296,702,772,607,82,82,82,82,82,82,82,0,7,0,12,12,0,0,0,2023-11-09 23:35:16,0
1295,1295,793,859,714,73,73,73,73,73,73,73,0,10,0,12,12,0,0,0,2023-11-09 23:37:16,0
1295,1295,697,776,595,90,90,90,90,90,90,90,0,11,0,12,12,0,0,0,2023-11-09 23:39:16,0
1296,1296,663,727,579,74,74,74,74,74,74,74,0,13,0,12,12,0,0,0,2023-11-09 23:41:16,0
1270,1270,839,908,749,80,80,80,79,79,79,79,1,16,0,12,12,1,0,0,2023-11-09 23:43:16,0
1297,1297,754,827,667,80,80,80,80,80,80,80,0,13,0,12,12,0,0,0,2023-11-09 23:45:16,0
1294,1294,677,746,596,75,75,75,75,75,75,75,0,14,0,12,12,0,0,0,2023-11-09 23:47:16,0
1293,1293,841,913,726,93,93,93,93,93,93,93,0,9,0,12,12,0,0,0,2023-11-09 23:49:16,0
1270,1270,720,786,640,73,73,73,73,73,73,73,0,9,0,12,12,0,0,0,2023-11-09 23:51:16,0
1293,1293,747,818,654,84,84,84,80,80,80,80,5,10,1,12,12,0,1,0,2023-11-09 23:53:16,0
1297,1297,769,835,691,74,74,74,70,70,70,70,5,7,1,12,12,0,1,0,2023-11-09 23:55:16,0
1295,1295,158,159,129,15,15,15,15,15,15,15,0,2,0,12,12,0,0,0,2023-11-09 23:57:16,0
1295,1295,23,15,8,3,3,3,3,3,3,3,0,1,0,12,12,0,0,0,2023-11-09 23:59:16,0
1271,1271,43,131,6,96,97,96,23,23,23,22,92,19,24,12,12,14,2,2,2023-11-10 00:01:16,0
1293,1293,105,404,8,318,318,318,67,67,67,67,313,64,74,12,12,50,13,0,2023-11-10 00:03:16,3
1296,1296,238,511,150,285,284,285,69,69,69,70,269,58,61,12,12,42,8,4,2023-11-10 00:05:16,1
1296,1296,741,806,640,83,83,83,83,83,83,83,0,13,0,12,12,0,0,0,2023-11-10 00:07:16,0
1266,1266,1368,1427,1289,69,69,69,69,69,69,69,0,12,0,12,12,0,0,0,2023-11-10 00:09:16,0
1296,1296,1058,1111,982,64,64,64,64,64,64,64,0,10,0,12,12,0,0,0,2023-11-10 00:11:16,0
1294,1294,1132,1176,1044,66,66,66,66,66,66,66,0,9,0,12,12,0,0,0,2023-11-10 00:13:16,0
1294,1294,962,1018,884,67,67,67,67,67,67,67,0,8,0,12,12,0,0,0,2023-11-10 00:15:16,0
1296,1296,1065,1127,990,69,69,69,68,68,68,68,1,8,0,12,12,1,0,0,2023-11-10 00:17:16,0
1269,1269,969,1037,890,73,73,73,73,73,73,73,0,11,0,12,12,0,0,0,2023-11-10 00:19:16,0
1296,1296,870,931,769,81,81,81,81,81,81,81,0,9,0,12,12,0,0,0,2023-11-10 00:21:16,0
1295,1295,905,962,814,74,74,74,74,74,74,74,0,7,0,12,12,0,0,0,2023-11-10 00:23:16,0
1288,1288,299,315,265,27,27,27,23,23,23,23,5,4,1,12,12,0,1,0,2023-11-10 00:25:16,0
1280,1280,19,16,6,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-10 00:27:16,0
1295,1295,45,108,7,79,80,79,19,19,19,18,76,15,18,12,12,11,2,2,2023-11-10 00:29:16,1
1295,1295,102,413,3,327,327,327,69,69,69,69,322,65,78,12,12,52,13,0,2023-11-10 00:31:16,1
1296,1296,253,524,166,284,283,284,66,66,66,67,272,55,62,12,12,42,8,4,2023-11-10 00:33:16,0
1296,1296,799,852,726,63,63,63,63,63,63,63,0,4,0,12,12,0,0,0,2023-11-10 00:35:16,0
1266,1266,1016,1093,928,82,83,82,83,83,83,82,0,13,0,12,12,0,0,0,2023-11-10 00:37:16,0
1294,1294,953,1011,862,75,74,75,74,74,74,75,0,7,0,12,12,0,0,0,2023-11-10 00:39:16,0
1296,1296,899,964,814,75,75,75,75,75,75,75,0,7,0,12,12,0,0,0,2023-11-10 00:41:16,0
1295,1295,779,847,698,74,74,74,74,74,74,74,0,7,0,12,12,0,0,0,2023-11-10 00:43:16,0
1296,1296,358,380,322,29,29,29,29,29,29,29,0,5,0,12,12,0,0,0,2023-11-10 00:45:16,0
1270,1270,14,11,5,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-10 00:47:16,0
1295,1295,19,34,3,23,24,23,8,8,8,7,20,5,4,12,12,4,0,0,2023-11-10 00:49:16,0
1296,1296,94,406,2,323,323,323,66,66,66,66,321,64,79,12,12,51,11,2,2023-11-10 00:51:16,1
1295,1295,96,410,8,326,326,326,66,66,66,66,325,66,74,12,12,49,12,4,2023-11-10 00:53:16,0
1266,1266,921,977,828,76,76,76,73,73,73,73,4,13,1,12,12,1,0,0,2023-11-10 00:55:16,0
1295,1295,961,1036,855,91,90,91,90,90,90,91,0,10,0,12,12,0,0,0,2023-11-10 00:57:16,0
1296,1296,958,1010,871,69,70,69,70,70,70,69,0,6,0,12,12,0,0,0,2023-11-10 00:59:16,0
1295,1295,877,939,788,76,75,76,75,75,75,76,0,6,0,12,12,0,0,0,2023-11-10 01:01:16,0
1293,1293,46,32,25,3,4,3,4,4,4,3,0,0,0,12,12,0,0,0,2023-11-10 01:03:16,0
1268,1268,27,13,7,3,2,3,2,2,2,3,0,1,0,12,12,0,0,0,2023-11-10 01:05:16,0
1295,1295,63,205,6,156,157,156,36,36,36,35,151,31,37,12,12,24,4,2,2023-11-10 01:07:16,1
1295,1295,91,405,5,324,324,324,66,66,66,66,322,64,74,12,12,51,13,0,2023-11-10 01:09:16,2
1303,1303,386,601,304,224,223,224,66,66,66,67,197,45,47,12,12,30,6,4,2023-11-10 01:11:16,1
1261,1261,961,1008,882,63,63,63,63,63,63,63,0,9,0,12,12,0,0,0,2023-11-10 01:13:16,0
1297,1297,1046,1101,962,69,69,69,69,69,69,69,0,8,0,12,12,0,0,0,2023-11-10 01:15:16,0
1295,1295,867,930,782,74,74,74,74,74,74,74,0,12,0,12,12,0,0,0,2023-11-10 01:17:16,0
1295,1295,15,9,3,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-10 01:19:16,0
1297,1297,16,10,4,3,3,3,3,3,3,3,0,1,0,12,12,0,0,0,2023-11-10 01:21:16,0
1269,1269,59,231,4,180,181,180,40,40,40,39,176,36,42,12,12,29,5,2,2023-11-10 01:23:16,0
1297,1297,85,404,2,325,325,325,66,66,66,66,324,64,76,12,12,51,13,0,2023-11-10 01:25:16,0
1293,1293,493,695,411,207,206,207,70,70,70,71,170,40,40,12,12,25,5,4,2023-11-10 01:27:16,0
1293,1293,887,951,803,74,74,74,74,74,74,74,0,6,0,12,12,0,0,0,2023-11-10 01:29:16,0
1294,1294,787,849,716,66,67,66,67,67,67,66,0,10,0,12,12,0,0,0,2023-11-10 01:31:16,0
1272,1272,326,343,296,24,23,24,23,23,23,24,0,4,0,12,12,0,0,0,2023-11-10 01:33:16,0
1297,1297,7,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-10 01:35:16,0
1295,1295,35,74,7,50,51,50,15,15,15,14,44,9,9,12,12,7,2,0,2023-11-10 01:37:16,0
1294,1294,103,415,7,325,325,325,68,68,68,68,322,64,80,12,12,50,12,2,2023-11-10 01:39:16,0
1296,1296,136,442,56,311,310,311,67,67,67,68,304,61,69,12,12,48,9,4,2023-11-10 01:41:16,2
1269,1269,849,890,795,47,48,47,48,48,48,47,0,5,0,12,12,0,0,0,2023-11-10 01:43:16,0
1288,1288,881,946,801,73,72,73,72,72,72,73,0,6,0,12,12,0,0,0,2023-11-10 01:45:16,0
1296,1296,426,460,379,40,40,40,40,40,40,40,0,5,0,12,12,0,0,0,2023-11-10 01:47:16,0
1303,1303,7,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-10 01:49:16,0
1265,1265,13,15,3,8,8,8,4,4,4,4,5,1,1,12,12,1,0,0,2023-11-10 01:51:16,0
1292,1292,85,391,0,312,313,312,65,65,65,64,310,62,76,12,12,50,10,2,2023-11-10 01:53:16,0
1297,1297,81,399,1,323,323,323,66,66,66,66,321,64,73,12,12,49,12,3,2023-11-10 01:55:16,0
1296,1296,792,888,704,107,106,107,75,75,75,76,39,17,9,12,12,6,1,1,2023-11-10 01:57:16,0
1267,1267,822,858,770,44,44,44,44,44,44,44,0,8,0,12,12,0,0,0,2023-11-10 01:59:16,0
1297,1297,10,9,3,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-10 02:01:16,0
1294,1294,21,5,5,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-10 02:03:16,0
1297,1297,65,274,8,213,214,213,45,45,45,44,211,42,50,12,12,35,5,2,2023-11-10 02:05:16,0
1287,1287,85,409,2,330,329,330,66,66,66,67,329,66,76,12,12,50,16,0,2023-11-10 02:07:16,0
1280,1280,691,862,600,180,180,180,76,76,76,76,130,36,32,12,12,20,2,4,2023-11-10 02:09:16,0
1296,1296,1063,1130,986,72,72,72,72,72,72,72,0,10,0,12,12,0,0,0,2023-11-10 02:11:16,0
1285,1285,60,54,50,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-10 02:13:16,0
1306,1306,8,6,4,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-10 02:15:16,0
1264,1264,42,189,0,151,152,151,31,31,31,30,151,31,37,12,12,24,5,2,2023-11-10 02:17:16,0
1295,1295,85,401,2,323,323,323,65,65,65,65,322,64,74,12,12,52,12,0,2023-11-10 02:19:16,1
1297,1297,449,668,372,223,223,222,65,66,66,66,196,43,47,12,12,29,6,4,2023-11-10 02:21:16,8
1292,1292,916,970,845,63,62,63,62,62,62,63,0,8,0,12,12,0,0,0,2023-11-10 02:23:16,0
1295,1295,277,278,250,14,14,14,14,14,14,14,0,4,0,12,12,0,0,0,2023-11-10 02:25:16,0
1274,1274,11,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-10 02:27:16,0
1295,1295,38,130,2,99,100,99,22,22,22,21,97,21,25,12,12,15,2,2,2023-11-10 02:29:16,0
1295,1295,88,406,4,324,324,324,67,67,67,67,321,66,75,12,12,52,13,0,2023-11-10 02:31:16,0
1291,1291,277,534,193,268,267,268,66,66,66,67,252,51,58,12,12,38,8,4,2023-11-10 02:33:16,1
1271,1271,977,1032,882,75,75,75,75,75,75,75,0,11,0,12,12,0,0,0,2023-11-10 02:35:16,0
1295,1295,90,88,78,5,5,5,5,5,5,5,0,2,0,12,12,0,0,0,2023-11-10 02:37:16,0
1293,1293,14,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-10 02:39:16,0
1297,1297,41,187,0,149,150,149,30,30,30,29,149,30,36,12,12,24,4,2,2023-11-10 02:41:16,0
1294,1294,83,395,1,319,319,319,65,65,65,65,318,64,74,12,12,51,13,0,2023-11-10 02:43:16,0
1276,1276,448,671,365,231,230,231,68,68,68,69,203,47,48,12,12,30,6,4,2023-11-10 02:45:16,0
1296,1296,697,744,642,51,51,51,51,51,51,51,0,5,0,12,12,0,0,0,2023-11-10 02:47:16,0
