[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",not find dictionary type=<:NUM:>,the employee does not exist,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,no employee,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",timestamp,unknown
0,0,23,28,0,0,0,0,0,0,0,0,0,2023-12-01 20:29:21,2
751,751,207,110,0,0,0,0,0,1,1,1,1,2023-12-01 20:31:21,0
0,0,115,130,0,0,0,0,0,0,0,1,0,2023-12-01 20:33:21,26
0,0,46,108,0,0,0,2,2,0,0,0,0,2023-12-01 20:35:21,0
751,751,115,29,0,0,0,0,0,1,1,1,1,2023-12-01 20:37:21,0
0,0,69,38,2,0,0,0,0,0,0,0,0,2023-12-01 20:39:21,0
751,751,207,111,1,1,1,2,2,1,1,1,1,2023-12-01 20:41:21,26
0,0,69,127,0,0,0,0,0,0,0,1,0,2023-12-01 20:43:21,0
677,676,115,109,0,0,0,0,0,0,0,0,0,2023-12-01 20:45:21,0
74,75,69,93,0,0,0,0,0,1,1,1,1,2023-12-01 20:47:21,0
0,0,46,35,0,0,0,0,0,0,0,0,0,2023-12-01 20:49:21,0
0,0,207,111,0,0,0,0,0,0,0,0,0,2023-12-01 20:51:21,26
751,751,92,127,0,1,1,1,1,1,1,2,1,2023-12-01 20:53:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-01 20:55:21,0
751,751,161,65,0,0,0,0,0,1,1,1,1,2023-12-01 20:57:21,0
0,0,23,1,0,0,0,0,0,0,0,0,0,2023-12-01 20:59:21,0
751,751,253,109,0,0,0,0,0,1,1,1,1,2023-12-01 21:01:21,899
0,0,92,129,0,0,0,0,0,0,0,1,0,2023-12-01 21:03:21,26
0,0,23,108,0,0,0,0,0,0,0,0,0,2023-12-01 21:05:21,0
751,751,138,94,0,0,0,0,0,1,1,1,1,2023-12-01 21:07:21,0
0,0,69,36,0,0,0,0,0,0,0,0,0,2023-12-01 21:09:21,0
751,751,207,111,0,0,0,0,0,1,1,1,1,2023-12-01 21:11:21,26
0,0,69,127,0,0,0,0,0,0,0,1,0,2023-12-01 21:13:21,0
751,751,115,109,0,0,0,0,0,0,0,0,0,2023-12-01 21:15:21,0
0,0,69,27,0,0,0,0,0,1,1,1,1,2023-12-01 21:17:21,0
0,0,46,40,0,0,0,0,0,0,0,0,0,2023-12-01 21:19:21,0
650,649,207,111,0,0,0,0,0,0,0,0,0,2023-12-01 21:21:21,26
101,102,92,127,0,0,0,0,0,1,1,2,1,2023-12-01 21:23:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-01 21:25:21,0
751,751,161,95,0,0,0,0,0,1,1,1,1,2023-12-01 21:27:21,0
0,0,46,34,0,0,0,0,0,0,0,0,0,2023-12-01 21:29:21,0
751,751,207,110,0,0,0,0,0,1,1,1,1,2023-12-01 21:31:21,0
0,0,92,128,1,1,1,2,2,0,0,1,0,2023-12-01 21:33:21,26
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-01 21:35:21,0
0,0,138,99,1,1,1,1,1,1,0,1,0,2023-12-01 21:37:21,4
0,0,46,31,0,0,0,0,0,0,0,0,0,2023-12-01 21:39:21,0
0,0,253,111,0,0,0,0,0,1,0,1,0,2023-12-01 21:41:21,30
0,0,23,127,2,0,0,1,1,0,0,1,0,2023-12-01 21:43:21,1
751,751,115,109,0,0,0,0,0,0,0,0,0,2023-12-01 21:45:21,0
0,0,92,64,0,0,0,0,0,1,1,1,1,2023-12-01 21:47:21,3
0,0,46,1,1,1,1,1,1,0,0,0,0,2023-12-01 21:49:21,0
0,0,184,111,1,1,1,1,1,0,0,0,0,2023-12-01 21:51:21,28
0,0,115,127,2,0,0,0,0,1,0,2,0,2023-12-01 21:53:21,5
0,0,46,108,4,3,3,2,2,0,0,0,0,2023-12-01 21:55:21,4
751,751,138,97,1,1,1,0,0,1,1,1,1,2023-12-01 21:57:21,0
0,0,46,32,0,0,0,0,0,0,0,0,0,2023-12-01 21:59:21,0
751,751,253,110,0,0,0,0,0,1,1,1,1,2023-12-01 22:01:21,0
0,0,69,65,0,0,0,0,0,0,0,1,0,2023-12-01 22:03:21,26
0,0,69,108,3,1,1,2,2,0,0,0,0,2023-12-01 22:05:21,2
751,751,115,91,0,1,1,0,0,1,1,1,1,2023-12-01 22:07:21,0
0,0,46,39,0,0,0,0,0,0,0,0,0,2023-12-01 22:09:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-01 22:11:21,26
0,0,69,127,1,0,0,0,0,0,0,1,0,2023-12-01 22:13:21,0
0,0,92,109,0,0,0,0,0,0,0,0,0,2023-12-01 22:15:21,0
0,0,92,95,0,0,0,0,0,1,0,1,0,2023-12-01 22:17:21,4
0,0,46,33,0,0,0,0,0,0,0,0,0,2023-12-01 22:19:21,0
751,751,207,112,0,0,0,0,0,0,0,0,0,2023-12-01 22:21:21,26
0,0,92,127,3,1,1,1,1,1,1,2,1,2023-12-01 22:23:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-01 22:25:21,0
0,0,138,94,2,0,0,0,0,1,0,1,0,2023-12-01 22:27:21,4
0,0,46,36,0,1,1,2,2,0,0,0,0,2023-12-01 22:29:21,0
751,751,207,109,0,0,0,0,0,1,1,1,1,2023-12-01 22:31:21,0
0,0,92,129,3,0,0,0,0,0,0,1,0,2023-12-01 22:33:21,26
0,0,46,108,1,3,3,3,3,0,0,0,0,2023-12-01 22:35:21,0
751,751,115,92,1,1,1,1,1,1,1,1,1,2023-12-01 22:37:21,0
0,0,69,38,1,1,1,1,1,0,0,0,0,2023-12-01 22:39:21,0
751,751,207,111,0,0,0,0,0,1,1,1,1,2023-12-01 22:41:21,26
0,0,92,64,1,1,1,1,1,0,0,1,0,2023-12-01 22:43:21,0
751,751,92,109,0,0,0,1,1,1,1,0,1,2023-12-01 22:45:21,0
0,0,92,96,0,0,0,0,0,0,0,1,0,2023-12-01 22:47:21,0
0,0,46,32,2,1,1,0,0,0,0,0,0,2023-12-01 22:49:21,0
751,751,184,111,1,0,0,0,0,1,1,0,1,2023-12-01 22:51:21,26
0,0,115,127,3,1,1,0,0,0,0,2,0,2023-12-01 22:53:21,0
0,0,46,109,2,1,1,2,2,0,0,0,0,2023-12-01 22:55:21,0
0,0,138,91,0,0,0,0,0,1,0,1,0,2023-12-01 22:57:21,4
0,0,46,38,1,1,1,1,1,0,0,0,0,2023-12-01 22:59:21,0
751,751,207,112,0,0,0,0,0,1,1,1,1,2023-12-01 23:01:21,0
0,0,115,128,0,0,0,0,0,0,0,1,0,2023-12-01 23:03:21,26
0,0,69,108,1,2,2,1,1,0,0,0,0,2023-12-01 23:05:21,2
0,0,115,85,0,0,0,0,0,1,0,1,0,2023-12-01 23:07:21,4
0,0,46,45,0,0,0,0,0,0,0,0,0,2023-12-01 23:09:21,0
751,751,207,111,1,1,1,2,2,1,1,1,1,2023-12-01 23:11:21,26
0,0,69,64,2,1,1,1,1,0,0,1,0,2023-12-01 23:13:21,0
0,0,69,108,1,1,1,1,1,0,0,0,0,2023-12-01 23:15:21,0
751,751,115,65,0,0,0,0,0,1,1,1,1,2023-12-01 23:17:21,12
0,0,46,1,0,0,0,0,0,0,0,0,0,2023-12-01 23:19:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-01 23:21:21,0
751,751,115,130,0,0,0,0,0,1,1,1,1,2023-12-01 23:23:21,26
0,0,46,108,1,0,0,0,0,0,0,0,0,2023-12-01 23:25:21,0
751,751,115,83,1,2,2,3,3,1,1,1,1,2023-12-01 23:27:21,4
0,0,69,46,1,0,0,0,0,0,0,0,0,2023-12-01 23:29:21,0
751,751,230,111,2,2,2,3,3,1,1,1,1,2023-12-01 23:31:21,26
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-01 23:33:21,0
0,0,69,110,1,1,1,1,1,0,0,1,0,2023-12-01 23:35:21,0
751,751,138,83,0,0,0,0,0,1,1,1,1,2023-12-01 23:37:21,0
0,0,46,51,0,0,0,0,0,0,0,0,0,2023-12-01 23:39:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-01 23:41:21,0
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-01 23:43:21,26
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-01 23:45:21,0
751,751,115,83,4,2,2,1,1,1,1,1,1,2023-12-01 23:47:21,2
0,0,69,46,0,0,0,0,0,0,0,0,0,2023-12-01 23:49:21,0
751,751,184,110,4,1,1,2,2,1,1,0,1,2023-12-01 23:51:21,26
0,0,115,65,0,1,1,0,0,0,0,1,0,2023-12-01 23:53:21,0
0,0,46,108,2,1,1,1,1,0,0,1,0,2023-12-01 23:55:21,0
751,751,138,77,0,0,0,0,0,1,1,1,1,2023-12-01 23:57:21,0
0,0,23,52,0,0,0,0,0,0,0,0,0,2023-12-01 23:59:21,0
0,0,230,174,0,0,0,0,0,1,0,1,0,2023-12-02 00:01:21,926
0,0,115,128,1,1,1,1,1,0,0,0,0,2023-12-02 00:03:21,2
0,0,23,110,0,0,0,0,0,0,0,1,0,2023-12-02 00:05:21,0
751,751,161,82,1,0,0,0,0,1,1,1,1,2023-12-02 00:07:21,0
0,0,46,50,0,2,2,0,0,0,0,0,0,2023-12-02 00:09:21,4
751,751,184,113,0,0,0,0,0,0,0,0,0,2023-12-02 00:11:21,29
0,0,92,127,0,0,0,0,0,1,1,1,1,2023-12-02 00:13:21,0
0,0,46,108,0,1,1,1,1,0,0,1,0,2023-12-02 00:15:21,1
751,751,161,16,0,0,0,0,0,1,1,1,1,2023-12-02 00:17:21,20
0,0,46,50,0,0,0,0,0,0,0,0,0,2023-12-02 00:19:21,0
751,751,230,110,0,0,0,0,0,1,1,1,1,2023-12-02 00:21:21,26
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-02 00:23:21,0
751,751,92,109,0,0,0,0,0,0,0,1,0,2023-12-02 00:25:21,0
0,0,69,83,0,0,0,0,0,1,1,1,1,2023-12-02 00:27:21,0
0,0,46,46,0,0,0,0,0,0,0,0,0,2023-12-02 00:29:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-02 00:31:21,26
751,751,92,128,2,0,0,0,0,1,1,0,1,2023-12-02 00:33:21,0
0,0,92,108,0,0,0,0,0,0,0,1,0,2023-12-02 00:35:21,0
751,751,115,81,0,0,0,0,0,1,1,1,1,2023-12-02 00:37:21,0
0,0,46,50,0,0,0,0,0,0,0,0,0,2023-12-02 00:39:21,0
0,0,253,111,0,0,0,0,0,1,0,1,0,2023-12-02 00:41:21,30
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-02 00:43:21,0
751,751,92,109,1,1,1,1,1,1,1,1,1,2023-12-02 00:45:21,0
0,0,92,79,0,0,0,0,0,0,0,1,0,2023-12-02 00:47:21,0
0,0,46,49,0,0,0,0,0,0,0,0,0,2023-12-02 00:49:21,0
751,751,207,111,0,0,0,0,0,1,1,0,1,2023-12-02 00:51:21,26
0,0,92,128,0,0,0,0,0,0,0,1,0,2023-12-02 00:53:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-02 00:55:21,0
751,751,138,16,0,0,0,0,0,1,1,1,1,2023-12-02 00:57:21,0
0,0,46,50,0,0,0,0,0,0,0,0,0,2023-12-02 00:59:21,0
751,751,230,110,0,0,0,0,0,1,1,1,1,2023-12-02 01:01:21,0
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-02 01:03:21,26
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-02 01:05:21,0
751,751,115,81,0,0,0,0,0,1,1,1,1,2023-12-02 01:07:21,0
0,0,46,51,0,0,0,0,0,0,0,0,0,2023-12-02 01:09:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-02 01:11:21,26
0,0,69,129,0,0,0,0,0,0,0,0,0,2023-12-02 01:13:21,0
751,751,69,109,0,0,0,0,0,1,1,1,1,2023-12-02 01:15:21,0
0,0,115,75,0,0,0,0,0,0,0,1,0,2023-12-02 01:17:21,0
0,0,46,55,0,0,0,0,0,0,0,0,0,2023-12-02 01:19:21,0
0,0,207,111,0,0,0,0,0,1,0,0,0,2023-12-02 01:21:21,30
0,0,92,127,0,0,0,0,0,0,0,1,0,2023-12-02 01:23:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-02 01:25:21,0
751,751,138,19,0,0,0,0,0,1,1,1,1,2023-12-02 01:27:21,0
0,0,46,47,0,0,0,0,0,0,0,0,0,2023-12-02 01:29:21,0
751,751,207,110,0,0,0,0,0,1,1,1,1,2023-12-02 01:31:21,2
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-02 01:33:21,26
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-02 01:35:21,0
0,0,115,75,0,0,0,0,0,1,0,1,0,2023-12-02 01:37:21,4
0,0,46,55,0,0,0,0,0,0,0,0,0,2023-12-02 01:39:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-02 01:41:21,26
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-02 01:43:21,0
751,751,69,109,0,0,0,0,0,1,1,1,1,2023-12-02 01:45:21,0
0,0,115,78,0,0,0,0,0,0,0,1,0,2023-12-02 01:47:21,0
0,0,46,50,0,0,0,0,0,0,0,0,0,2023-12-02 01:49:21,0
0,0,207,111,0,0,0,0,0,1,0,0,0,2023-12-02 01:51:21,30
0,0,92,127,1,0,0,0,0,0,0,1,0,2023-12-02 01:53:21,0
0,0,46,109,0,1,1,2,2,0,0,1,0,2023-12-02 01:55:21,2
0,0,138,73,1,1,1,0,0,1,0,1,0,2023-12-02 01:57:21,8
0,0,46,56,0,0,0,0,0,0,0,0,0,2023-12-02 01:59:21,0
751,751,230,114,0,0,0,0,0,1,1,1,1,2023-12-02 02:01:21,0
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-02 02:03:21,26
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-02 02:05:21,0
751,751,115,80,0,0,0,0,0,1,1,1,1,2023-12-02 02:07:21,0
0,0,46,53,0,0,0,0,0,0,0,0,0,2023-12-02 02:09:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-02 02:11:21,28
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-02 02:13:21,0
0,0,69,109,0,0,0,0,0,1,0,1,0,2023-12-02 02:15:21,4
0,0,115,73,0,0,0,0,0,0,0,1,0,2023-12-02 02:17:21,0
0,0,46,55,0,0,0,0,0,0,0,0,0,2023-12-02 02:19:21,0
0,0,207,111,0,0,0,0,0,1,0,0,0,2023-12-02 02:21:21,30
0,0,92,127,0,0,0,0,0,0,0,1,0,2023-12-02 02:23:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-02 02:25:21,0
751,751,138,72,0,0,0,0,0,1,1,1,1,2023-12-02 02:27:21,0
0,0,46,58,0,0,0,0,0,0,0,0,0,2023-12-02 02:29:21,0
0,0,207,110,0,0,0,0,0,1,0,1,0,2023-12-02 02:31:21,4
0,0,92,67,0,0,0,0,0,0,0,0,0,2023-12-02 02:33:21,26
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-02 02:35:21,0
0,0,92,77,0,0,0,0,0,1,0,1,0,2023-12-02 02:37:21,4
0,0,69,55,0,0,0,0,0,0,0,0,0,2023-12-02 02:39:21,0
751,751,253,111,0,0,0,0,0,1,1,1,1,2023-12-02 02:41:21,26
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-02 02:43:21,0
751,751,92,109,0,0,0,0,0,0,0,1,0,2023-12-02 02:45:21,0
0,0,92,74,0,0,0,0,0,1,1,1,1,2023-12-02 02:47:21,0
0,0,46,54,0,0,0,0,0,0,0,0,0,2023-12-02 02:49:21,0
751,751,161,111,0,0,0,0,0,1,1,0,1,2023-12-02 02:51:21,26
0,0,138,127,0,0,0,0,0,0,0,1,0,2023-12-02 02:53:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-02 02:55:21,0
751,751,138,76,0,0,0,0,0,1,1,1,1,2023-12-02 02:57:21,0
0,0,46,53,0,0,0,0,0,0,0,0,0,2023-12-02 02:59:21,0
751,751,253,112,0,0,0,0,0,1,1,1,1,2023-12-02 03:01:21,896
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-02 03:03:21,26
0,0,69,109,1,1,1,2,2,0,0,1,0,2023-12-02 03:05:21,0
751,751,115,75,0,0,0,0,0,1,1,1,1,2023-12-02 03:07:21,0
0,0,23,56,0,0,0,0,0,0,0,0,0,2023-12-02 03:09:21,0
751,751,253,111,0,0,0,0,0,1,1,1,1,2023-12-02 03:11:21,26
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-02 03:13:21,0
0,0,23,109,0,0,0,0,0,0,0,1,0,2023-12-02 03:15:21,0
751,751,161,72,0,0,0,0,0,1,1,1,1,2023-12-02 03:17:21,0
0,0,46,56,0,0,0,0,0,0,0,0,0,2023-12-02 03:19:21,0
751,751,161,110,0,0,0,0,0,1,1,0,1,2023-12-02 03:21:21,26
0,0,138,128,0,0,0,0,0,0,0,1,0,2023-12-02 03:23:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-02 03:25:21,0
0,0,115,77,0,0,0,0,0,1,0,1,0,2023-12-02 03:27:21,4
0,0,69,52,0,0,0,0,0,0,0,0,0,2023-12-02 03:29:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-02 03:31:21,0
751,751,69,65,0,0,0,0,0,1,1,0,1,2023-12-02 03:33:21,26
0,0,92,108,0,0,0,0,0,0,0,1,0,2023-12-02 03:35:21,0
751,751,115,74,0,0,0,0,0,1,1,1,1,2023-12-02 03:37:21,0
0,0,23,56,0,0,0,0,0,0,0,0,0,2023-12-02 03:39:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-02 03:41:21,26
0,0,92,127,0,0,0,0,0,0,0,0,0,2023-12-02 03:43:21,0
751,751,69,109,0,0,0,0,0,1,1,1,1,2023-12-02 03:45:21,0
0,0,115,71,0,0,0,0,0,0,0,1,0,2023-12-02 03:47:21,0
0,0,46,57,0,0,0,0,0,0,0,0,0,2023-12-02 03:49:21,0
751,751,184,110,0,0,0,0,0,1,1,0,1,2023-12-02 03:51:21,26
0,0,115,128,0,0,0,0,0,0,0,1,0,2023-12-02 03:53:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-02 03:55:21,0
751,751,115,72,0,0,0,0,0,1,1,1,1,2023-12-02 03:57:21,0
0,0,69,57,0,0,0,0,0,0,0,0,0,2023-12-02 03:59:21,0
751,751,253,110,0,0,0,0,0,1,1,1,1,2023-12-02 04:01:21,0
0,0,69,129,0,0,0,0,0,0,0,0,0,2023-12-02 04:03:21,26
0,0,69,109,0,0,0,0,0,0,0,1,0,2023-12-02 04:05:21,0
0,0,115,64,0,0,0,0,0,1,0,1,0,2023-12-02 04:07:21,4
0,0,23,66,0,0,0,0,0,0,0,0,0,2023-12-02 04:09:21,0
751,751,253,111,0,0,0,0,0,1,1,1,1,2023-12-02 04:11:21,29
0,0,69,64,0,0,0,0,0,0,0,0,0,2023-12-02 04:13:21,0
0,0,46,109,0,0,0,0,0,1,0,1,0,2023-12-02 04:15:21,4
0,0,138,64,0,0,0,0,0,0,0,1,0,2023-12-02 04:17:21,0
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-02 04:19:21,0
751,751,138,110,0,0,0,0,0,1,1,0,1,2023-12-02 04:21:21,28
0,0,161,128,0,0,0,0,0,0,0,1,0,2023-12-02 04:23:21,0
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-02 04:25:21,0
751,751,115,65,0,0,0,0,0,1,1,1,1,2023-12-02 04:27:21,0
0,0,69,65,0,0,0,0,0,0,0,0,0,2023-12-02 04:29:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-02 04:31:21,0
751,751,69,128,0,0,0,0,0,1,1,0,1,2023-12-02 04:33:21,26
0,0,69,108,0,0,0,0,0,0,0,1,0,2023-12-02 04:35:21,0
751,751,138,65,0,0,0,0,0,1,1,1,1,2023-12-02 04:37:21,0
0,0,23,65,0,0,0,0,0,0,0,0,0,2023-12-02 04:39:21,0
751,751,230,110,0,0,0,0,0,1,1,1,1,2023-12-02 04:41:21,26
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-02 04:43:21,0
0,0,69,111,0,0,0,0,0,0,0,2,0,2023-12-02 04:45:21,0
751,751,92,66,0,0,0,0,0,1,1,0,1,2023-12-02 04:47:21,0
0,0,69,69,0,0,0,0,0,0,0,0,0,2023-12-02 04:49:21,0
751,751,230,112,0,0,0,0,0,1,1,1,1,2023-12-02 04:51:21,26
0,0,46,130,0,0,0,0,0,0,0,0,0,2023-12-02 04:53:21,0
0,0,69,109,0,0,0,0,0,0,0,0,0,2023-12-02 04:55:21,0
751,751,138,64,0,0,0,0,0,1,1,2,1,2023-12-02 04:57:21,0
0,0,23,64,0,0,0,0,0,0,0,0,0,2023-12-02 04:59:21,0
0,0,253,125,0,0,0,0,0,0,0,1,0,2023-12-02 05:01:21,26
751,751,69,65,0,0,0,0,0,1,1,0,1,2023-12-02 05:03:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-02 05:05:21,0
751,751,161,67,0,0,0,0,0,1,1,2,1,2023-12-02 05:07:21,0
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-02 05:09:21,0
751,751,207,110,0,0,0,0,0,1,1,1,1,2023-12-02 05:11:21,26
0,0,92,66,0,0,0,0,0,0,0,0,0,2023-12-02 05:13:21,0
0,0,92,108,0,0,0,0,0,0,0,1,0,2023-12-02 05:15:21,0
751,751,69,64,0,0,0,0,0,1,1,1,1,2023-12-02 05:17:21,0
0,0,69,66,0,0,0,0,0,0,0,0,0,2023-12-02 05:19:21,0
751,751,207,109,0,0,0,0,0,1,1,1,1,2023-12-02 05:21:21,26
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-02 05:23:21,0
0,0,69,109,0,0,0,0,0,0,0,0,0,2023-12-02 05:25:21,0
0,0,115,65,0,0,0,0,0,1,0,2,0,2023-12-02 05:27:21,4
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-02 05:29:21,0
0,0,230,110,0,0,0,0,0,0,0,1,0,2023-12-02 05:31:21,26
751,751,69,128,0,0,0,0,0,1,1,0,1,2023-12-02 05:33:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-02 05:35:21,0
751,751,161,65,0,0,0,0,0,1,1,2,1,2023-12-02 05:37:21,0
0,0,23,65,0,0,0,0,0,0,0,0,0,2023-12-02 05:39:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-02 05:41:21,26
0,0,92,129,0,0,0,0,0,0,0,0,0,2023-12-02 05:43:21,0
0,0,69,109,0,0,0,0,0,0,0,1,0,2023-12-02 05:45:21,0
751,751,92,64,0,0,0,0,0,1,1,1,1,2023-12-02 05:47:21,0
0,0,69,64,0,0,0,0,0,0,0,0,0,2023-12-02 05:49:21,0
751,751,138,110,0,0,0,0,0,1,1,0,1,2023-12-02 05:51:21,26
0,0,161,128,0,0,0,0,0,0,0,1,0,2023-12-02 05:53:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-02 05:55:21,0
751,751,138,65,0,0,0,0,0,1,1,2,1,2023-12-02 05:57:21,0
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-02 05:59:21,0
751,751,207,109,0,0,0,0,0,1,1,1,1,2023-12-02 06:01:21,896
0,0,115,128,0,0,0,0,0,0,0,0,0,2023-12-02 06:03:21,26
0,0,69,109,0,0,0,0,0,0,0,0,0,2023-12-02 06:05:21,0
751,751,92,65,0,0,0,0,0,1,1,2,1,2023-12-02 06:07:21,0
0,0,69,64,0,0,0,0,0,0,0,0,0,2023-12-02 06:09:21,0
751,751,184,112,0,0,0,0,0,1,1,0,1,2023-12-02 06:11:21,26
0,0,115,127,0,0,0,0,0,0,0,1,0,2023-12-02 06:13:21,0
0,0,23,108,0,0,0,0,0,0,0,0,0,2023-12-02 06:15:21,0
751,751,161,53,0,0,0,0,0,1,1,2,1,2023-12-02 06:17:21,0
0,0,23,76,0,0,0,0,0,0,0,0,0,2023-12-02 06:19:21,0
0,0,230,110,0,0,0,0,0,1,0,1,0,2023-12-02 06:21:21,30
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-02 06:23:21,2
0,0,46,109,0,0,0,0,0,1,0,0,0,2023-12-02 06:25:21,4
0,0,138,59,0,0,0,0,0,0,0,2,0,2023-12-02 06:27:21,0
0,0,46,69,0,0,0,0,0,0,0,0,0,2023-12-02 06:29:21,0
0,0,184,111,0,0,0,0,0,0,0,0,0,2023-12-02 06:31:21,26
0,0,92,127,0,0,0,0,0,1,0,1,0,2023-12-02 06:33:21,4
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-02 06:35:21,0
751,751,161,63,0,0,0,0,0,1,1,2,1,2023-12-02 06:37:21,0
0,0,23,67,0,0,0,0,0,0,0,0,0,2023-12-02 06:39:21,0
751,751,276,111,0,0,0,0,0,1,1,1,1,2023-12-02 06:41:21,26
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-02 06:43:21,0
751,751,69,109,0,0,0,0,0,0,0,0,0,2023-12-02 06:45:21,0
0,0,92,64,0,0,0,0,0,1,1,2,1,2023-12-02 06:47:21,0
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-02 06:49:21,0
0,0,230,112,0,0,0,0,0,0,0,1,0,2023-12-02 06:51:21,26
751,751,69,129,0,0,0,0,0,1,1,0,1,2023-12-02 06:53:21,0
0,0,92,110,0,0,0,0,0,0,0,0,0,2023-12-02 06:55:21,0
751,751,115,64,0,0,0,0,0,1,1,2,1,2023-12-02 06:57:21,0
0,0,46,3,0,0,0,0,0,0,0,0,0,2023-12-02 06:59:21,0
751,751,253,110,0,0,0,0,0,1,1,1,1,2023-12-02 07:01:21,26
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-02 07:03:21,0
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-02 07:05:21,0
751,751,115,65,2,1,1,2,2,1,1,2,1,2023-12-02 07:07:21,2
0,0,69,66,0,0,0,0,0,0,0,0,0,2023-12-02 07:09:21,0
751,751,207,112,0,0,0,0,0,1,1,1,1,2023-12-02 07:11:21,0
0,0,92,130,0,0,0,0,0,0,0,0,0,2023-12-02 07:13:21,26
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-02 07:15:21,0
751,751,92,59,0,0,0,0,0,1,1,2,1,2023-12-02 07:17:21,0
0,0,69,69,0,0,0,0,0,0,0,0,0,2023-12-02 07:19:21,0
0,0,207,110,0,0,0,0,0,1,0,0,0,2023-12-02 07:21:21,30
0,0,69,128,0,0,0,0,0,0,0,1,0,2023-12-02 07:23:21,0
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-02 07:25:21,0
0,0,138,65,0,0,0,0,0,1,0,2,0,2023-12-02 07:27:21,4
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-02 07:29:21,0
751,751,207,110,0,0,0,0,0,1,1,1,1,2023-12-02 07:31:21,0
