get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
10327,10327,10327,10327,4086,48,282,263,48,48,243,243,48,238,48,48,19,4086,48,282,19,27,27,5,3,3,3,3,3,2,2,2,2023-11-01 16:30:00,0
10244,10244,10245,10244,4046,48,277,260,48,48,240,240,48,235,48,48,17,4046,48,277,17,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 16:32:00,1
10321,10321,10322,10321,4078,48,292,266,48,48,242,242,48,238,48,48,26,4078,48,292,26,29,29,4,5,5,5,5,5,2,2,2,2023-11-01 16:34:00,0
10352,10352,10349,10352,4094,48,292,264,48,48,243,243,48,238,48,48,28,4094,48,292,28,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 16:36:00,3
10238,10238,10238,10238,4038,46,284,260,46,46,246,246,46,236,46,46,24,4038,46,284,24,27,27,9,3,2,3,3,3,2,2,2,2023-11-01 16:38:00,9
10212,10212,10212,10212,4030,48,287,260,48,48,243,243,48,234,48,48,27,4030,48,287,27,26,26,9,2,2,2,2,2,2,2,2,2023-11-01 16:40:00,1
10233,10233,10234,10233,4035,48,279,263,48,48,242,242,48,237,48,48,16,4035,48,279,16,29,29,5,5,4,5,5,5,2,2,2,2023-11-01 16:42:00,1
10299,10299,10298,10299,4059,48,294,262,48,48,248,248,48,238,48,48,32,4059,48,294,32,26,26,9,2,2,2,2,2,2,2,2,2023-11-01 16:44:00,1
10297,10297,10300,10298,4061,48,291,261,48,48,242,242,48,237,48,48,30,4061,48,291,30,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 16:46:00,6
10300,10300,10299,10300,4069,48,288,263,48,48,241,241,48,236,48,48,25,4069,48,288,25,27,27,5,3,3,3,3,3,2,2,2,2023-11-01 16:48:00,0
10239,10239,10237,10239,4034,48,289,263,48,48,239,239,48,236,48,48,26,4034,48,289,26,28,28,2,4,4,4,4,4,2,2,2,2023-11-01 16:50:00,3
10272,10272,10274,10272,4058,47,283,261,46,46,238,238,46,237,46,47,22,4058,46,283,22,27,27,1,3,3,3,3,3,2,2,2,2023-11-01 16:52:00,1
10311,10311,10311,10312,4076,47,287,262,48,48,239,239,48,238,48,47,25,4076,48,287,25,26,26,1,2,2,2,2,2,2,2,2,2023-11-01 16:54:00,1
10318,10318,10318,10319,4076,48,288,262,48,48,241,241,48,236,48,48,26,4076,48,288,26,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 16:56:00,0
10297,10297,10295,10297,4069,48,286,265,48,48,242,242,48,238,48,48,21,4069,48,286,21,29,29,4,5,5,5,5,5,2,2,2,2023-11-01 16:58:00,0
10291,10291,10291,10291,4057,48,292,260,48,48,241,241,48,236,48,48,32,4057,48,292,32,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 17:00:00,0
10266,10266,10267,10266,4041,48,300,263,48,48,245,245,48,237,48,48,37,4041,48,300,37,27,27,8,3,2,3,3,3,2,2,2,2023-11-01 17:02:00,10
10291,10291,10290,10291,4060,48,289,261,48,48,241,241,48,236,48,48,28,4060,48,289,28,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 17:04:00,0
10264,10264,10264,10265,4063,46,294,262,46,46,239,239,46,236,46,46,32,4063,46,294,32,28,28,3,4,4,4,4,4,2,2,2,2023-11-01 17:06:00,0
10278,10278,10278,10279,4061,48,284,263,48,48,240,240,48,237,48,48,21,4061,48,284,21,27,27,3,3,2,3,3,3,2,2,2,2023-11-01 17:08:00,2
10268,10268,10269,10269,4050,48,288,259,48,48,240,240,48,236,48,48,29,4050,48,288,29,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 17:10:00,1
10332,10332,10333,10332,4084,48,297,266,48,48,241,241,48,238,48,48,31,4084,48,297,31,29,29,3,5,5,5,5,5,2,2,2,2023-11-01 17:12:00,0
10323,10323,10322,10324,4079,48,292,262,48,48,238,238,48,236,48,48,30,4079,48,292,30,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 17:14:00,0
10291,10291,10290,10291,4062,48,283,261,48,48,244,244,48,238,48,48,22,4062,48,283,22,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 17:16:00,0
10307,10307,10308,10307,4074,48,288,263,48,48,242,242,48,236,48,48,25,4074,48,288,25,27,27,6,3,3,3,3,3,2,2,2,2023-11-01 17:18:00,1
10280,10280,10281,10280,4059,47,286,262,47,47,241,241,47,237,47,47,24,4059,47,286,24,28,28,4,4,4,4,4,4,2,2,2,2023-11-01 17:20:00,7
10197,10197,10196,10199,4013,47,289,262,47,47,243,243,47,236,47,47,27,4013,47,289,27,27,27,7,3,3,3,3,3,2,2,2,2023-11-01 17:22:00,0
10213,10213,10213,10211,4025,48,282,260,48,48,242,242,48,236,48,48,22,4025,48,282,22,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 17:24:00,0
10250,10250,10249,10251,4043,48,292,262,48,48,238,238,48,236,48,48,30,4043,48,292,30,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 17:26:00,0
10278,10278,10282,10278,4057,48,296,263,48,48,239,239,48,237,48,48,33,4057,48,296,33,29,29,2,5,4,5,5,5,2,2,2,2023-11-01 17:28:00,1
10168,10168,10165,10168,4012,46,280,258,46,46,237,237,46,234,46,46,22,4012,46,280,22,25,25,3,2,2,2,2,2,2,2,2,2023-11-01 17:30:00,0
10316,10316,10315,10317,4078,48,391,261,48,48,248,248,48,238,48,48,130,4078,48,391,130,26,26,9,2,2,2,2,2,2,2,2,2023-11-01 17:32:00,22
10312,10312,10312,10313,4080,48,286,264,48,48,239,239,48,237,48,48,22,4080,48,286,22,27,27,1,3,2,3,3,3,2,2,2,2023-11-01 17:34:00,2
10285,10285,10287,10285,4064,48,284,264,48,48,245,245,48,237,48,48,20,4064,48,284,20,29,29,8,4,4,4,4,4,2,2,2,2023-11-01 17:36:00,1
10291,10291,10290,10291,4073,48,277,262,48,48,242,242,48,237,48,48,15,4073,48,277,15,27,27,5,3,3,3,3,3,2,2,2,2023-11-01 17:38:00,0
10347,10347,10347,10348,4089,48,295,262,48,48,243,243,48,237,48,48,33,4089,48,295,33,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 17:40:00,2
10303,10303,10304,10303,4065,48,397,262,48,48,245,245,48,237,48,48,135,4065,48,397,135,26,26,8,2,2,2,2,2,2,2,2,2023-11-01 17:42:00,0
10272,10272,10270,10272,4052,48,293,263,48,48,237,237,48,236,48,48,30,4052,48,293,30,29,29,1,5,5,5,5,5,2,2,2,2023-11-01 17:44:00,0
10258,10258,10259,10260,4053,48,286,260,48,48,240,240,48,236,48,48,26,4053,48,286,26,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 17:46:00,11
10301,10301,10300,10301,4071,48,339,263,48,48,241,241,48,238,48,48,76,4071,48,339,25,28,28,3,3,3,3,4,4,2,2,2,2023-11-01 17:48:00,58
10280,10280,10282,10280,4066,46,276,262,46,46,242,242,46,236,46,46,14,4066,46,276,14,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 17:50:00,0
10314,10314,10313,10315,4081,48,286,264,48,48,239,239,48,237,48,48,22,4081,48,286,22,28,28,1,4,4,4,4,4,2,2,2,2023-11-01 17:52:00,1
10178,10178,10179,10178,4024,48,268,258,48,48,240,240,48,234,48,48,10,4024,48,268,10,26,26,6,3,2,3,3,3,2,2,2,2023-11-01 17:54:00,1
10317,10317,10318,10317,4080,48,283,261,48,48,242,242,48,239,48,48,22,4080,48,283,22,26,26,3,2,2,2,2,2,2,2,2,2023-11-01 17:56:00,0
10341,10341,10341,10342,4096,48,286,264,48,48,239,239,48,236,48,48,22,4096,48,286,22,27,27,3,3,2,3,3,3,2,2,2,2023-11-01 17:58:00,1
10333,10333,10330,10333,4088,48,291,264,48,48,241,241,48,238,48,48,27,4088,48,291,27,28,28,3,4,4,4,4,4,2,2,2,2023-11-01 18:00:00,0
10327,10327,10328,10329,4089,48,285,262,48,48,241,241,48,237,48,48,23,4089,48,285,23,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 18:02:00,1
10306,10306,10305,10306,4078,47,281,262,47,47,241,241,47,237,47,47,19,4078,47,281,19,27,27,4,3,3,3,3,3,2,2,2,2023-11-01 18:04:00,4
10265,10265,10268,10266,4055,47,282,262,47,47,243,243,47,237,47,47,20,4055,47,282,20,28,28,6,4,4,4,4,4,2,2,2,2023-11-01 18:06:00,4
10284,10284,10282,10284,4063,48,280,262,48,48,243,243,48,237,48,48,18,4063,48,280,18,27,27,6,3,3,3,3,3,2,2,2,2023-11-01 18:08:00,0
10368,10368,10368,10368,4107,48,285,264,48,48,242,242,48,238,48,48,21,4107,48,285,21,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 18:10:00,0
10329,10329,10329,10329,4086,48,291,262,48,48,239,239,48,237,48,48,29,4086,48,291,29,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 18:12:00,0
10311,10311,10310,10311,4076,48,287,264,48,48,238,238,48,237,48,48,23,4076,48,287,23,29,29,1,5,5,5,5,5,2,2,2,2023-11-01 18:14:00,0
10285,10285,10286,10285,4067,48,278,261,48,48,241,241,48,237,48,48,17,4067,48,278,17,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 18:16:00,0
10169,10169,10170,10169,4017,48,276,258,48,48,238,238,48,234,48,48,18,4017,48,276,18,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 18:18:00,1
10329,10329,10327,10329,4083,48,285,263,48,48,247,247,48,237,48,48,22,4083,48,285,22,27,27,10,3,2,3,3,3,2,2,2,2023-11-01 18:20:00,1
10219,10219,10219,10219,4039,46,373,261,46,46,241,241,46,236,46,46,112,4039,46,373,112,28,28,5,4,4,4,4,4,2,2,2,2023-11-01 18:22:00,2
10351,10351,10351,10351,4096,48,293,265,48,48,241,241,48,238,48,48,28,4096,48,293,28,27,27,3,3,2,3,3,3,2,2,2,2023-11-01 18:24:00,1
10330,10330,10332,10330,4086,48,281,261,48,48,246,246,48,237,48,48,20,4086,48,281,20,26,26,9,2,2,2,2,2,2,2,2,2023-11-01 18:26:00,0
10339,10339,10337,10340,4093,48,289,262,48,48,244,244,48,238,48,48,27,4093,48,289,27,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 18:28:00,4
10304,10304,10306,10304,4074,48,277,265,48,48,243,243,48,237,48,48,12,4074,48,277,12,29,29,6,5,5,5,5,5,2,2,2,2023-11-01 18:30:00,0
10316,10316,10316,10316,4083,48,278,262,48,48,244,244,48,238,48,48,16,4083,48,278,16,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 18:32:00,0
10307,10307,10305,10307,4072,48,288,262,48,48,243,243,48,236,48,48,26,4072,48,288,26,27,27,7,3,3,3,3,3,2,2,2,2023-11-01 18:34:00,0
10342,10342,10342,10342,4094,48,280,265,48,48,247,247,48,238,48,48,15,4094,48,280,15,28,28,9,4,4,4,4,4,2,2,2,2023-11-01 18:36:00,2
10324,10324,10324,10324,4074,48,395,262,48,48,251,251,48,237,48,48,133,4074,48,395,133,27,27,13,3,3,3,3,3,2,2,2,2023-11-01 18:38:00,2
10294,10294,10296,10294,4069,48,288,261,48,48,239,239,48,236,48,48,27,4069,48,288,27,26,26,3,2,2,2,2,2,2,2,2,2023-11-01 18:40:00,0
10310,10310,10308,10311,4078,46,286,262,46,46,242,242,46,238,46,46,24,4078,46,286,24,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 18:42:00,0
10227,10227,10229,10227,4044,48,284,263,48,48,240,240,48,234,48,48,21,4044,48,284,21,29,29,5,5,4,5,5,5,2,2,2,2023-11-01 18:44:00,6
10316,10316,10314,10316,4079,48,286,261,48,48,240,240,48,238,48,48,25,4079,48,286,25,26,26,1,2,2,2,2,2,2,2,2,2023-11-01 18:46:00,1
10330,10330,10333,10330,4089,48,290,262,48,48,240,240,48,237,48,48,28,4089,48,290,28,26,26,3,2,2,2,2,2,2,2,2,2023-11-01 18:48:00,4
10328,10328,10326,10328,4084,48,283,263,48,48,243,243,48,237,48,48,20,4084,48,283,20,27,27,6,3,2,3,3,3,2,2,2,2023-11-01 18:50:00,1
10327,10327,10326,10328,4081,48,291,264,48,48,244,244,48,237,48,48,27,4081,48,291,27,28,28,6,4,4,4,4,4,2,2,2,2023-11-01 18:52:00,0
10347,10347,10348,10350,4093,48,292,264,48,48,240,240,48,238,48,48,28,4093,48,292,28,27,27,2,3,3,3,3,3,2,2,2,2023-11-01 18:54:00,0
10325,10325,10324,10325,4078,48,292,262,48,48,240,240,48,236,48,48,30,4078,48,292,30,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 18:56:00,0
10292,10292,10293,10293,4070,48,279,261,48,48,243,243,48,237,48,48,18,4070,48,279,18,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 18:58:00,1
10317,10317,10317,10317,4079,48,291,265,48,48,243,243,48,238,48,48,26,4079,48,291,26,29,29,5,5,5,5,5,5,2,2,2,2023-11-01 19:00:00,0
10239,10239,10239,10239,4044,46,283,260,46,46,243,243,46,236,46,46,23,4044,46,283,23,26,26,7,2,2,2,2,2,2,2,2,2023-11-01 19:02:00,0
10246,10246,10246,10246,4043,48,289,260,48,48,239,239,48,235,48,48,29,4043,48,289,29,27,27,4,3,3,3,3,3,2,2,2,2023-11-01 19:04:00,0
10276,10276,10276,10276,4061,48,280,260,48,48,240,240,48,236,48,48,20,4061,48,280,20,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 19:06:00,0
10204,10204,10203,10204,4030,48,286,262,48,48,238,238,48,234,48,48,24,4030,48,286,24,28,28,4,4,4,4,4,4,2,2,2,2023-11-01 19:08:00,0
10270,10270,10272,10270,4057,48,293,262,48,48,243,243,48,237,48,48,31,4057,48,293,31,27,27,6,3,2,3,3,3,2,2,2,2023-11-01 19:10:00,1
10272,10272,10273,10272,4056,48,292,260,48,48,240,240,48,236,48,48,32,4056,48,292,32,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 19:12:00,1
10279,10279,10278,10279,4053,46,304,262,46,46,245,245,46,236,46,46,42,4053,46,304,42,27,27,9,3,2,3,3,3,2,2,2,2023-11-01 19:14:00,1
10336,10336,10334,10336,4087,48,295,264,48,48,241,241,48,238,48,48,31,4087,48,295,31,28,28,3,4,4,4,4,4,2,2,2,2023-11-01 19:16:00,0
10289,10289,10289,10289,4062,48,298,261,48,48,243,243,48,236,48,48,37,4062,48,298,37,26,26,7,2,2,2,2,2,2,2,2,2023-11-01 19:18:00,0
10333,10333,10334,10333,4087,48,292,263,48,48,243,243,48,238,48,48,29,4087,48,292,29,27,27,5,3,3,3,3,3,2,2,2,2023-11-01 19:20:00,0
10249,10249,10248,10249,4044,48,297,262,48,48,237,237,48,235,48,48,35,4044,48,297,35,28,28,2,4,4,4,4,4,2,2,2,2023-11-01 19:22:00,0
10361,10361,10361,10361,4089,48,310,264,48,48,246,246,48,238,48,48,46,4089,48,310,46,27,27,7,3,3,3,3,3,2,2,2,2023-11-01 19:24:00,1
10348,10348,10348,10348,4088,48,302,262,48,48,244,244,48,238,48,48,40,4088,48,302,40,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 19:26:00,20
10342,10342,10342,10342,4082,48,297,261,48,48,245,245,48,236,48,48,36,4082,48,297,36,26,26,9,2,2,2,2,2,2,2,2,2023-11-01 19:28:00,2
10306,10306,10307,10306,4073,48,289,265,48,48,244,244,48,237,48,48,24,4073,48,289,24,29,29,7,5,5,5,5,5,2,2,2,2023-11-01 19:30:00,0
10206,10206,10208,10206,4036,46,382,259,46,46,240,240,46,236,46,46,123,4036,46,382,123,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 19:32:00,0
10302,10302,10302,10306,4070,48,291,261,48,48,243,243,48,236,48,48,30,4070,48,291,30,26,26,7,2,2,2,2,2,2,2,2,2023-11-01 19:34:00,0
10320,10320,10318,10324,4077,48,290,262,48,48,247,247,48,237,48,48,28,4077,48,290,28,27,27,9,3,2,3,3,3,2,2,2,2023-11-01 19:36:00,2
10284,10284,10284,10284,4068,48,288,264,48,48,239,239,48,236,48,48,24,4068,48,288,24,28,28,3,4,4,4,4,4,2,2,2,2023-11-01 19:38:00,5
10335,10335,10334,10335,4096,48,281,263,48,48,241,241,48,238,48,48,18,4096,48,281,18,27,27,3,3,2,3,3,3,2,2,2,2023-11-01 19:40:00,1
10263,10263,10265,10264,4055,48,284,260,48,48,242,242,48,236,48,48,24,4055,48,284,24,26,26,6,2,2,2,2,2,2,2,2,2023-11-01 19:42:00,0
10293,10293,10292,10293,4070,48,280,261,48,48,241,241,48,237,48,48,19,4070,48,280,19,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 19:44:00,0
10315,10315,10314,10315,4076,48,289,265,48,48,242,242,48,237,48,48,24,4076,48,289,24,29,29,5,5,5,5,5,5,2,2,2,2023-11-01 19:46:00,2
10325,10325,10327,10325,4088,48,332,262,48,48,245,245,48,239,48,48,70,4088,48,332,19,27,27,6,2,2,2,3,3,2,2,2,2023-11-01 19:48:00,54
10332,10332,10331,10332,4092,48,285,264,48,48,240,240,48,237,48,48,21,4092,48,285,21,27,27,3,3,3,3,3,3,2,2,2,2023-11-01 19:50:00,0
10307,10307,10307,10307,4073,46,293,262,46,46,241,241,46,237,46,46,31,4073,46,293,31,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 19:52:00,0
10247,10247,10247,10247,4048,48,277,263,48,48,239,239,48,236,48,48,14,4048,48,277,14,29,29,3,5,5,5,5,5,2,2,2,2023-11-01 19:54:00,0
10233,10233,10235,10234,4047,48,284,260,48,48,243,243,48,235,48,48,24,4047,48,284,24,26,26,8,2,2,2,2,2,2,2,2,2023-11-01 19:56:00,0
10301,10301,10299,10301,4074,48,278,260,48,48,245,245,48,237,48,48,18,4074,48,278,18,26,26,8,2,2,2,2,2,2,2,2,2023-11-01 19:58:00,0
10270,10270,10270,10270,4053,48,292,264,48,48,240,240,48,235,48,48,28,4053,48,292,28,29,29,5,5,4,5,5,5,2,2,2,2023-11-01 20:00:00,1
10295,10295,10296,10296,4078,48,378,261,48,48,242,242,48,238,48,48,117,4078,48,378,117,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 20:02:00,0
10325,10325,10324,10325,4089,48,283,263,48,48,244,244,48,237,48,48,20,4089,48,283,20,26,26,7,2,2,2,2,2,2,2,2,2023-11-01 20:04:00,0
10307,10307,10307,10308,4077,47,282,262,46,46,241,241,46,237,46,47,20,4077,46,282,20,27,27,4,3,2,3,3,3,2,2,2,2023-11-01 20:06:00,6
10298,10298,10298,10298,4076,47,282,264,48,48,241,241,48,237,48,47,18,4076,48,282,18,28,28,4,4,4,4,4,4,2,2,2,2023-11-01 20:08:00,0
10307,10307,10307,10307,4071,48,289,261,48,48,238,238,48,236,48,48,28,4071,48,289,28,27,27,2,3,3,3,3,3,2,2,2,2023-11-01 20:10:00,0
10297,10297,10296,10297,4073,48,279,262,48,48,241,241,48,237,48,48,17,4073,48,279,17,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 20:12:00,0
10373,10373,10373,10373,4100,48,295,263,48,48,246,246,48,238,48,48,32,4100,48,295,32,26,26,7,2,2,2,2,2,2,2,2,2023-11-01 20:14:00,1
10346,10346,10346,10346,4092,48,294,265,48,48,242,242,48,238,48,48,29,4092,48,294,29,29,29,4,5,5,5,5,5,2,2,2,2023-11-01 20:16:00,0
10311,10311,10311,10311,4078,48,280,262,48,48,244,244,48,236,48,48,18,4078,48,280,18,26,26,7,2,2,2,2,2,2,2,2,2023-11-01 20:18:00,1
10330,10330,10330,10330,4089,48,286,262,48,48,241,241,48,238,48,48,24,4089,48,286,24,27,27,3,3,3,3,3,3,2,2,2,2023-11-01 20:20:00,0
10181,10181,10183,10181,4025,48,276,260,48,48,240,240,48,235,48,48,16,4025,48,276,16,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 20:22:00,0
10324,10324,10322,10324,4075,46,295,264,46,46,244,244,46,236,46,46,31,4075,46,295,31,28,28,8,4,4,4,4,4,2,2,2,2023-11-01 20:24:00,0
10306,10306,10308,10306,4074,48,288,262,48,48,243,243,48,238,48,48,26,4074,48,288,26,27,27,5,3,2,3,3,3,2,2,2,2023-11-01 20:26:00,1
10318,10318,10316,10318,4079,48,386,262,48,48,240,240,48,236,48,48,124,4079,48,386,124,26,26,3,2,2,2,2,2,2,2,2,2023-11-01 20:28:00,1
10275,10275,10275,10275,4057,48,284,261,48,48,240,240,48,237,48,48,23,4057,48,284,23,27,27,3,3,2,3,3,3,2,2,2,2023-11-01 20:30:00,1
10361,10361,10362,10361,4102,48,296,265,48,48,242,242,48,237,48,48,31,4102,48,296,31,28,28,5,4,4,4,4,4,2,2,2,2023-11-01 20:32:00,0
10269,10269,10271,10269,4059,48,285,260,48,48,239,239,48,237,48,48,25,4059,48,285,25,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 20:34:00,0
10292,10292,10290,10292,4069,48,278,263,48,48,238,238,48,236,48,48,15,4069,48,278,15,27,27,2,3,3,3,3,3,2,2,2,2023-11-01 20:36:00,0
10336,10336,10335,10336,4087,48,290,262,48,48,242,242,48,238,48,48,28,4087,48,290,28,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 20:38:00,0
10300,10300,10301,10300,4071,48,282,259,48,48,240,240,48,236,48,48,23,4071,48,282,23,24,24,4,0,0,0,0,0,2,2,2,2023-11-01 20:40:00,0
10318,10318,10317,10318,4084,46,287,260,46,46,241,241,46,238,46,46,27,4084,46,287,27,24,24,3,0,0,0,0,0,2,2,2,2023-11-01 20:42:00,0
10303,10303,10303,10303,4072,48,282,259,48,48,241,241,48,237,48,48,23,4072,48,282,23,24,24,4,0,0,0,0,0,2,2,2,2023-11-01 20:44:00,2
10311,10311,10311,10311,4074,48,288,260,48,48,240,240,48,236,48,48,28,4074,48,288,28,24,24,4,0,0,0,0,0,2,2,2,2023-11-01 20:46:00,0
10256,10256,10256,10256,4056,48,285,258,48,48,238,238,48,236,48,48,27,4056,48,285,27,24,24,2,0,0,0,0,0,2,2,2,2023-11-01 20:48:00,4
10324,10324,10324,10324,4087,48,279,261,48,48,240,240,48,237,48,48,18,4087,48,279,18,24,24,3,0,0,0,0,0,2,2,2,2023-11-01 20:50:00,0
10361,10361,10362,10361,4098,48,293,260,48,48,243,243,48,237,48,48,33,4098,48,293,33,24,24,5,0,0,0,0,0,2,2,2,2023-11-01 20:52:00,1
10309,10309,10310,10309,4075,48,289,262,48,48,239,239,48,238,48,48,27,4075,48,289,27,26,26,1,2,2,2,2,2,2,2,2,2023-11-01 20:54:00,0
10340,10340,10338,10340,4089,48,290,264,48,48,239,239,48,237,48,48,26,4089,48,290,26,27,27,2,3,3,3,3,3,2,2,2,2023-11-01 20:56:00,0
10294,10294,10294,10294,4071,48,281,260,48,48,239,239,48,236,48,48,21,4071,48,281,21,26,26,3,2,2,2,2,2,2,2,2,2023-11-01 20:58:00,0
10362,10362,10362,10362,4101,48,292,265,48,48,244,244,48,238,48,48,27,4101,48,292,27,28,28,5,4,4,4,4,4,2,2,2,2023-11-01 21:00:00,1
10267,10267,10269,10267,4055,47,293,262,47,47,239,239,47,236,47,47,31,4055,47,293,31,27,27,3,3,3,3,3,3,2,2,2,2023-11-01 21:02:00,0
10326,10326,10325,10326,4085,47,289,262,47,47,241,241,47,237,47,47,27,4085,47,289,27,26,26,4,2,2,2,2,2,2,2,2,2023-11-01 21:04:00,2
10271,10271,10271,10272,4054,48,283,261,48,48,243,243,48,237,48,48,22,4054,48,283,22,27,27,6,3,2,3,3,3,2,2,2,2023-11-01 21:06:00,1
10264,10264,10264,10264,4054,48,287,262,48,48,240,240,48,236,48,48,25,4054,48,287,25,28,28,4,4,4,4,4,4,2,2,2,2023-11-01 21:08:00,0
10340,10340,10340,10340,4099,48,284,263,48,48,240,240,48,237,48,48,21,4099,48,284,21,26,26,3,2,2,2,2,2,2,2,2,2023-11-01 21:10:00,0
10233,10233,10233,10233,4043,48,286,260,48,48,239,239,48,235,48,48,26,4043,48,286,26,26,26,4,3,2,3,3,3,2,2,2,2023-11-01 21:12:00,1
10284,10284,10283,10284,4066,46,279,260,46,46,239,239,46,237,46,46,19,4066,46,279,19,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 21:14:00,0
10315,10315,10316,10315,4085,48,280,265,48,48,241,241,48,237,48,48,15,4085,48,280,15,29,29,4,5,5,5,5,5,2,2,2,2023-11-01 21:16:00,0
10280,10280,10281,10280,4064,48,284,262,48,48,239,239,48,236,48,48,22,4064,48,284,22,27,27,3,2,2,2,2,2,2,2,2,2023-11-01 21:18:00,0
10282,10282,10280,10282,4058,48,288,261,48,48,239,239,48,238,48,48,27,4058,48,288,27,26,26,1,2,2,2,2,2,2,2,2,2023-11-01 21:20:00,0
10314,10314,10317,10314,4082,48,289,263,48,48,243,243,48,238,48,48,26,4082,48,289,26,27,27,5,3,3,3,3,3,2,2,2,2023-11-01 21:22:00,0
10355,10354,10354,10354,4095,48,293,264,48,48,241,241,48,238,48,48,29,4095,48,293,29,28,28,3,4,4,4,4,4,2,2,2,2023-11-01 21:24:00,0
10292,10293,10293,10293,4074,48,284,263,48,48,238,238,48,237,48,48,21,4074,48,284,21,27,27,1,3,3,3,3,3,2,2,2,2023-11-01 21:26:00,0
10280,10280,10277,10280,4061,48,380,261,48,48,239,239,48,237,48,48,119,4061,48,380,119,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 21:28:00,0
10284,10284,10284,10284,4071,48,276,260,48,48,238,238,48,236,48,48,16,4071,48,276,16,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 21:30:00,0
10316,10316,10316,10316,4078,48,298,265,48,48,242,242,48,238,48,48,33,4078,48,298,33,29,29,4,5,4,5,5,5,2,2,2,2023-11-01 21:32:00,7
10308,10308,10308,10308,4078,48,292,261,48,48,238,238,48,236,48,48,31,4078,48,292,31,26,26,2,2,2,2,2,2,2,2,2,2023-11-01 21:34:00,0
10229,10229,10229,10229,4046,46,286,260,46,46,242,242,46,235,46,46,26,4046,46,286,26,26,26,7,3,2,3,3,3,2,2,2,2023-11-01 21:36:00,1
10328,10328,10329,10328,4088,48,281,262,48,48,246,246,48,238,48,48,19,4088,48,281,19,26,26,8,2,2,2,2,2,2,2,2,2023-11-01 21:38:00,0
10300,10300,10302,10300,4072,48,284,263,48,48,241,241,48,236,48,48,21,4072,48,284,21,28,28,5,4,4,4,4,4,2,2,2,2023-11-01 21:40:00,0
10265,10265,10263,10265,4053,48,387,262,48,48,239,239,48,237,48,48,125,4053,48,387,125,27,27,2,3,3,3,3,3,2,2,2,2023-11-01 21:42:00,0
10307,10307,10307,10307,4076,48,283,261,48,48,241,241,48,236,48,48,22,4076,48,283,22,26,26,5,2,2,2,2,2,2,2,2,2023-11-01 21:44:00,0
